time	pid	handle	thread	virt(KB)	res(KB)	cpu_percent	free_memory(GB)
1970/01/01_08:34:33	16924		16	390144	246784	100	0
1970/01/01_08:34:34	16924		16	390144	247808	100	0
1970/01/01_08:34:35	16924		16	390144	246784	86	0
1970/01/01_08:34:36	16924		16	390144	246784	100	0
1970/01/01_08:34:37	16924		16	390144	246784	100	0
1970/01/01_08:34:38	16924		16	390144	247808	100	0
1970/01/01_08:34:39	16924		16	390144	246784	100	0
1970/01/01_08:34:40	16924		16	390144	246784	102	0
1970/01/01_08:34:41	16924		16	390144	247808	102	0
1970/01/01_08:34:42	16924		16	390144	246784	86	0
1970/01/01_08:34:43	16924		16	390144	246784	100	0
1970/01/01_08:34:44	16924		16	390144	246784	100	0
1970/01/01_08:34:45	16924		16	390144	247808	102	0
1970/01/01_08:34:46	16924		16	390144	246784	100	0
1970/01/01_08:34:47	16924		16	390144	247808	102	0
1970/01/01_08:34:48	16924		16	390144	247808	102	0
1970/01/01_08:34:49	16924		16	390144	246784	100	0
1970/01/01_08:34:50	16924		16	390144	247808	100	0
1970/01/01_08:34:51	16924		16	390144	247808	100	0
1970/01/01_08:34:52	16924		16	387072	244736	84	0
1970/01/01_08:34:53	16924		16	390144	246784	100	0
1970/01/01_08:34:54	16924		16	390144	247808	100	0
1970/01/01_08:34:55	16924		16	348160	207872	92	0
1970/01/01_08:34:56	16924		16	390144	246784	100	0
1970/01/01_08:34:57	16924		16	390144	247808	100	0
1970/01/01_08:34:58	16924		16	390144	247808	100	0
1970/01/01_08:34:59	16924		16	390144	246784	100	0
1970/01/01_08:35:00	16924		16	390144	246784	100	0
1970/01/01_08:35:02	16924		16	390144	247808	100	0
1970/01/01_08:35:03	16924		16	390144	246784	100	0
1970/01/01_08:35:04	16924		16	390144	246784	102	0
1970/01/01_08:35:05	16924		16	390144	247808	100	0
1970/01/01_08:35:06	16924		16	390144	246784	86	0
1970/01/01_08:35:07	16924		16	390144	246784	102	0
1970/01/01_08:35:08	16924		16	390144	246784	100	0
1970/01/01_08:35:09	16924		16	390144	246784	100	0
1970/01/01_08:35:10	16924		16	390144	246784	100	0
1970/01/01_08:35:11	16924		16	390144	246784	100	0
1970/01/01_08:35:12	16924		16	390144	246784	100	0
1970/01/01_08:35:13	16924		16	390144	247808	100	0
1970/01/01_08:35:14	16924		16	390144	246784	88	0
1970/01/01_08:35:15	16924		16	390144	246784	102	0
1970/01/01_08:35:16	16924		16	390144	247808	100	0
1970/01/01_08:35:17	16924		16	390144	246784	84	0
1970/01/01_08:35:18	16924		16	390144	246784	100	0
1970/01/01_08:35:19	16924		16	390144	247808	102	0
1970/01/01_08:35:20	16924		16	390144	246784	96	0
1970/01/01_08:35:21	16924		16	390144	246784	100	0
1970/01/01_08:35:22	16924		16	390144	246784	100	0
1970/01/01_08:35:23	16924		16	390144	246784	100	0
1970/01/01_08:35:24	16924		16	390144	246784	100	0
1970/01/01_08:35:25	16924		16	390144	246784	82	0
1970/01/01_08:35:26	16924		16	390144	246784	100	0
1970/01/01_08:35:27	16924		16	390144	246784	84	0
1970/01/01_08:35:28	16924		16	390144	246784	100	0
1970/01/01_08:35:29	16924		16	390144	246784	100	0
1970/01/01_08:35:30	16924		16	390144	246784	100	0
1970/01/01_08:35:31	16924		16	390144	246784	100	0
1970/01/01_08:35:32	16924		16	390144	246784	92	0
1970/01/01_08:35:33	16924		16	390144	246784	100	0
1970/01/01_08:35:34	16924		16	390144	246784	82	0
1970/01/01_08:35:35	16924		16	390144	246784	100	0
1970/01/01_08:35:36	16924		16	390144	247808	102	0
1970/01/01_08:35:38	16924		16	390144	246784	100	0
1970/01/01_08:35:39	16924		16	390144	246784	100	0
1970/01/01_08:35:40	16924		16	390144	247808	100	0
1970/01/01_08:35:41	16924		16	390144	246784	100	0
1970/01/01_08:35:42	16924		16	390144	246784	100	0
1970/01/01_08:35:43	16924		16	348160	207872	86	0
1970/01/01_08:35:44	16924		16	390144	246784	100	0
1970/01/01_08:35:45	16924		16	390144	247808	102	0
1970/01/01_08:35:46	16924		16	390144	246784	102	0
1970/01/01_08:35:47	16924		16	390144	246784	100	0
1970/01/01_08:35:48	16924		16	390144	246784	102	0
1970/01/01_08:35:49	16924		16	390144	246784	100	0
1970/01/01_08:35:50	16924		16	349184	208896	102	0
1970/01/01_08:35:51	16924		16	390144	246784	100	0
1970/01/01_08:35:52	16924		16	390144	246784	102	0
1970/01/01_08:35:53	16924		16	390144	246784	100	0
1970/01/01_08:35:54	16924		16	390144	246784	100	0
1970/01/01_08:35:55	16924		16	390144	246784	102	0
1970/01/01_08:35:56	16924		16	390144	246784	100	0
1970/01/01_08:35:57	16924		16	390144	246784	100	0
1970/01/01_08:35:58	16924		16	390144	246784	100	0
1970/01/01_08:35:59	16924		16	390144	246784	100	0
1970/01/01_08:36:00	16924		16	390144	246784	100	0
1970/01/01_08:36:01	16924		16	390144	246784	100	0
1970/01/01_08:36:02	16924		16	390144	246784	100	0
1970/01/01_08:36:03	16924		16	390144	246784	82	0
1970/01/01_08:36:04	16924		16	390144	246784	102	0
1970/01/01_08:36:05	16924		16	387072	242688	84	0
1970/01/01_08:36:06	16924		16	390144	246784	100	0
1970/01/01_08:36:07	16924		16	390144	246784	100	0
1970/01/01_08:36:09	16924		16	390144	246784	100	0
1970/01/01_08:36:10	16924		16	390144	246784	102	0
1970/01/01_08:36:11	16924		16	390144	246784	102	0
1970/01/01_08:36:12	16924		16	390144	246784	100	0
1970/01/01_08:36:13	16924		16	390144	246784	102	0
1970/01/01_08:36:14	16924		16	390144	246784	100	0
1970/01/01_08:36:15	16924		16	390144	246784	102	0
1970/01/01_08:36:16	16924		16	390144	246784	98	0
1970/01/01_08:36:17	16924		16	390144	246784	100	0
1970/01/01_08:36:18	16924		16	390144	246784	100	0
1970/01/01_08:36:19	16924		16	348160	207872	100	0
1970/01/01_08:36:20	16924		16	390144	246784	102	0
1970/01/01_08:36:21	16924		16	390144	246784	100	0
1970/01/01_08:36:22	16924		16	390144	246784	100	0
1970/01/01_08:36:23	16924		16	390144	246784	102	0
1970/01/01_08:36:24	16924		16	390144	246784	86	0
1970/01/01_08:36:25	16924		16	390144	246784	100	0
1970/01/01_08:36:26	16924		16	390144	246784	100	0
1970/01/01_08:36:27	16924		16	390144	246784	100	0
1970/01/01_08:36:28	16924		16	390144	245760	88	0
1970/01/01_08:36:29	16924		16	390144	246784	100	0
1970/01/01_08:36:30	16924		16	390144	246784	100	0
1970/01/01_08:36:31	16924		16	390144	246784	100	0
1970/01/01_08:36:32	16924		16	390144	246784	100	0
1970/01/01_08:36:33	16924		16	390144	245760	100	0
1970/01/01_08:36:34	16924		16	390144	246784	102	0
1970/01/01_08:36:35	16924		16	390144	246784	100	0
1970/01/01_08:36:36	16924		16	390144	245760	100	0
1970/01/01_08:36:37	16924		16	390144	246784	100	0
1970/01/01_08:36:38	16924		16	390144	246784	100	0
1970/01/01_08:36:39	16924		16	390144	246784	100	0
1970/01/01_08:36:40	16924		16	390144	245760	90	0
1970/01/01_08:36:41	16924		16	390144	245760	100	0
1970/01/01_08:36:43	16924		16	348160	207872	90	0
1970/01/01_08:36:44	16924		16	390144	245760	100	0
1970/01/01_08:36:45	16924		16	390144	246784	100	0
1970/01/01_08:36:46	16924		16	390144	246784	100	0
1970/01/01_08:36:47	16924		16	390144	245760	100	0
1970/01/01_08:36:48	16924		16	390144	245760	100	0
1970/01/01_08:36:49	16924		16	390144	246784	100	0
1970/01/01_08:36:50	16924		16	390144	245760	100	0
1970/01/01_08:36:51	16924		16	390144	246784	100	0
1970/01/01_08:36:52	16924		16	390144	245760	100	0
1970/01/01_08:36:53	16924		16	390144	245760	102	0
1970/01/01_08:36:54	16924		16	348160	207872	96	0
1970/01/01_08:36:55	16924		16	390144	245760	100	0
1970/01/01_08:36:56	16924		16	390144	246784	100	0
1970/01/01_08:36:57	16924		16	390144	246784	100	0
1970/01/01_08:36:58	16924		16	390144	245760	92	0
1970/01/01_08:36:59	16924		16	390144	245760	100	0
1970/01/01_08:37:00	16924		16	390144	245760	100	0
1970/01/01_08:37:01	16924		16	390144	246784	100	0
1970/01/01_08:37:02	16924		16	390144	245760	100	0
1970/01/01_08:37:03	16924		16	390144	245760	100	0
1970/01/01_08:37:04	16924		16	390144	246784	100	0
1970/01/01_08:37:05	16924		16	390144	245760	102	0
1970/01/01_08:37:06	16924		16	390144	245760	100	0
1970/01/01_08:37:07	16924		16	390144	246784	100	0
1970/01/01_08:37:08	16924		16	390144	245760	96	0
1970/01/01_08:37:09	16924		16	390144	245760	102	0
1970/01/01_08:37:10	16924		16	390144	245760	84	0
1970/01/01_08:37:11	16924		16	390144	245760	100	0
1970/01/01_08:37:12	16924		16	390144	246784	100	0
1970/01/01_08:37:13	16924		16	390144	245760	100	0
1970/01/01_08:37:14	16924		16	390144	245760	102	0
1970/01/01_08:37:15	16924		16	390144	245760	86	0
1970/01/01_08:37:16	16924		16	390144	245760	100	0
1970/01/01_08:37:18	16924		16	390144	246784	100	0
1970/01/01_08:37:19	16924		16	390144	245760	84	0
1970/01/01_08:37:20	16924		16	390144	245760	102	0
1970/01/01_08:37:21	16924		16	390144	245760	84	0
1970/01/01_08:37:22	16924		16	390144	245760	100	0
1970/01/01_08:37:23	16924		16	390144	245760	82	0
1970/01/01_08:37:24	16924		16	390144	245760	100	0
1970/01/01_08:37:25	16924		16	387072	240640	84	0
1970/01/01_08:37:26	16924		16	390144	245760	102	0
1970/01/01_08:37:27	16924		16	390144	246784	100	0
1970/01/01_08:37:28	16924		16	390144	245760	102	0
1970/01/01_08:37:29	16924		16	390144	245760	100	0
1970/01/01_08:37:30	16924		16	390144	245760	102	0
1970/01/01_08:37:31	16924		16	390144	245760	102	0
1970/01/01_08:37:32	16924		16	390144	245760	84	0
1970/01/01_08:37:33	16924		16	390144	245760	100	0
1970/01/01_08:37:34	16924		16	390144	245760	102	0
1970/01/01_08:37:35	16924		16	390144	245760	84	0
1970/01/01_08:37:36	16924		16	390144	245760	100	0
1970/01/01_08:37:37	16924		16	390144	245760	84	0
1970/01/01_08:37:38	16924		16	390144	245760	100	0
1970/01/01_08:37:39	16924		16	353280	209920	82	0
1970/01/01_08:37:40	16924		16	390144	245760	100	0
1970/01/01_08:37:41	16924		16	390144	245760	84	0
1970/01/01_08:37:42	16924		16	390144	245760	100	0
1970/01/01_08:37:43	16924		16	390144	245760	84	0
1970/01/01_08:37:44	16924		16	390144	245760	100	0
1970/01/01_08:37:45	16924		16	390144	245760	84	0
1970/01/01_08:37:46	16924		16	390144	245760	102	0
1970/01/01_08:37:47	16924		16	390144	246784	98	0
1970/01/01_08:37:48	16924		16	390144	245760	100	0
1970/01/01_08:37:49	16924		16	390144	246784	100	0
1970/01/01_08:37:50	16924		16	390144	245760	100	0
1970/01/01_08:37:51	16924		16	390144	246784	100	0
1970/01/01_08:37:53	16924		16	390144	246784	100	0
1970/01/01_08:37:54	16924		16	390144	246784	100	0
1970/01/01_08:37:55	16924		16	390144	245760	100	0
1970/01/01_08:37:56	16924		16	390144	245760	100	0
1970/01/01_08:37:57	16924		16	390144	246784	100	0
1970/01/01_08:37:58	16924		16	390144	245760	84	0
1970/01/01_08:37:59	16924		16	390144	245760	100	0
1970/01/01_08:38:00	16924		16	379904	233472	86	0
1970/01/01_08:38:01	16924		16	390144	245760	100	0
1970/01/01_08:38:02	16924		16	390144	246784	100	0
1970/01/01_08:38:03	16924		16	390144	246784	100	0
1970/01/01_08:38:04	16924		16	390144	245760	92	0
1970/01/01_08:38:05	16924		16	390144	245760	100	0
1970/01/01_08:38:06	16924		16	390144	246784	100	0
1970/01/01_08:38:07	16924		16	390144	245760	88	0
1970/01/01_08:38:08	16924		16	390144	245760	102	0
1970/01/01_08:38:09	16924		16	348160	206848	90	0
1970/01/01_08:38:10	16924		16	390144	245760	102	0
1970/01/01_08:38:11	16924		16	390144	245760	100	0
1970/01/01_08:38:12	16924		16	390144	246784	100	0
1970/01/01_08:38:13	16924		16	390144	245760	100	0
1970/01/01_08:38:14	16924		16	390144	245760	100	0
1970/01/01_08:38:15	16924		16	390144	246784	100	0
1970/01/01_08:38:16	16924		16	390144	245760	86	0
1970/01/01_08:38:17	16924		16	390144	245760	100	0
1970/01/01_08:38:18	16924		16	390144	245760	100	0
1970/01/01_08:38:19	16924		16	390144	246784	102	0
1970/01/01_08:38:20	16924		16	348160	206848	96	0
1970/01/01_08:38:21	16924		16	390144	244736	100	0
1970/01/01_08:38:22	16924		16	390144	245760	100	0
1970/01/01_08:38:23	16924		16	390144	244736	86	0
1970/01/01_08:38:24	16924		16	390144	245760	100	0
1970/01/01_08:38:25	16924		16	390144	245760	100	0
1970/01/01_08:38:26	16924		16	390144	244736	100	0
1970/01/01_08:38:28	16924		16	390144	245760	100	0
1970/01/01_08:38:29	16924		16	390144	245760	100	0
1970/01/01_08:38:30	16924		16	348160	206848	88	0
1970/01/01_08:38:31	16924		16	390144	244736	100	0
1970/01/01_08:38:32	16924		16	390144	244736	100	0
1970/01/01_08:38:33	16924		16	348160	206848	64	0
1970/01/01_08:38:34	16924		16	390144	244736	100	0
1970/01/01_08:38:35	16924		16	390144	244736	100	0
1970/01/01_08:38:36	16924		16	390144	245760	100	0
1970/01/01_08:38:37	16924		16	390144	244736	102	0
1970/01/01_08:38:38	16924		16	390144	245760	100	0
1970/01/01_08:38:39	16924		16	390144	245760	100	0
1970/01/01_08:38:40	16924		16	390144	244736	86	0
1970/01/01_08:38:41	16924		16	390144	245760	100	0
1970/01/01_08:38:42	16924		16	390144	245760	100	0
1970/01/01_08:38:43	16924		16	390144	244736	82	0
1970/01/01_08:38:44	16924		16	390144	245760	100	0
1970/01/01_08:38:45	16924		16	390144	245760	100	0
1970/01/01_08:38:46	16924		16	390144	245760	100	0
1970/01/01_08:38:47	16924		16	378880	237568	88	0
1970/01/01_08:38:48	16924		16	390144	244736	100	0
1970/01/01_08:38:49	16924		16	390144	245760	100	0
1970/01/01_08:38:50	16924		16	390144	245760	100	0
1970/01/01_08:38:51	16924		16	390144	244736	100	0
1970/01/01_08:38:52	16924		16	390144	244736	102	0
1970/01/01_08:38:53	16924		16	390144	244736	86	0
1970/01/01_08:38:54	16924		16	390144	244736	100	0
1970/01/01_08:38:55	16924		16	390144	244736	100	0
1970/01/01_08:38:56	16924		16	348160	205824	84	0
1970/01/01_08:38:57	16924		16	390144	244736	100	0
1970/01/01_08:38:58	16924		16	390144	245760	100	0
1970/01/01_08:38:59	16924		16	390144	245760	100	0
1970/01/01_08:39:00	16924		16	379904	224256	84	0
1970/01/01_08:39:01	16924		16	390144	244736	100	0
1970/01/01_08:39:02	16924		16	390144	244736	100	0
1970/01/01_08:39:04	16924		16	390144	244736	84	0
1970/01/01_08:39:05	16924		16	390144	244736	100	0
1970/01/01_08:39:06	16924		16	390144	244736	100	0
1970/01/01_08:39:07	16924		16	348160	205824	88	0
1970/01/01_08:39:08	16924		16	390144	244736	102	0
1970/01/01_08:39:09	16924		16	390144	244736	100	0
1970/01/01_08:39:10	16924		16	390144	244736	100	0
1970/01/01_08:39:11	16924		16	387072	238592	84	0
1970/01/01_08:39:12	16924		16	390144	244736	100	0
1970/01/01_08:39:13	16924		16	390144	245760	100	0
1970/01/01_08:39:14	16924		16	390144	244736	92	0
1970/01/01_08:39:15	16924		16	390144	244736	102	0
1970/01/01_08:39:16	16924		16	353280	205824	84	0
1970/01/01_08:39:17	16924		16	390144	244736	100	0
1970/01/01_08:39:18	16924		16	390144	244736	100	0
1970/01/01_08:39:19	16924		16	390144	244736	100	0
1970/01/01_08:39:20	16924		16	390144	244736	100	0
1970/01/01_08:39:21	16924		16	390144	244736	100	0
1970/01/01_08:39:22	16924		16	390144	244736	102	0
1970/01/01_08:39:23	16924		16	390144	244736	86	0
1970/01/01_08:39:24	16924		16	390144	244736	102	0
1970/01/01_08:39:25	16924		16	390144	244736	100	0
1970/01/01_08:39:26	16924		16	390144	244736	100	0
1970/01/01_08:39:27	16924		16	390144	244736	100	0
1970/01/01_08:39:28	16924		16	390144	244736	100	0
1970/01/01_08:39:29	16924		16	390144	244736	102	0
1970/01/01_08:39:30	16924		16	390144	244736	102	0
1970/01/01_08:39:31	16924		16	390144	245760	100	0
1970/01/01_08:39:32	16924		16	390144	244736	90	0
1970/01/01_08:39:33	16924		16	390144	244736	100	0
1970/01/01_08:39:34	16924		16	390144	244736	100	0
1970/01/01_08:39:35	16924		16	390144	244736	100	0
1970/01/01_08:39:36	16924		16	390144	244736	100	0
1970/01/01_08:39:37	16924		16	390144	244736	100	0
1970/01/01_08:39:39	16924		16	387072	239616	84	0
1970/01/01_08:39:40	16924		16	390144	244736	100	0
1970/01/01_08:39:41	16924		16	390144	244736	100	0
1970/01/01_08:39:42	16924		16	390144	245760	100	0
1970/01/01_08:39:43	16924		16	390144	244736	86	0
1970/01/01_08:39:44	16924		16	390144	244736	102	0
1970/01/01_08:39:45	16924		16	390144	244736	100	0
1970/01/01_08:39:46	16924		16	390144	244736	100	0
1970/01/01_08:39:47	16924		16	390144	244736	100	0
1970/01/01_08:39:48	16924		16	390144	244736	100	0
1970/01/01_08:39:49	16924		16	390144	244736	100	0
1970/01/01_08:39:50	16924		16	390144	244736	94	0
1970/01/01_08:39:51	16924		16	390144	244736	100	0
1970/01/01_08:39:52	16924		16	390144	245760	100	0
1970/01/01_08:39:53	16924		16	390144	245760	102	0
1970/01/01_08:39:54	16924		16	390144	244736	88	0
1970/01/01_08:39:55	16924		16	390144	244736	100	0
1970/01/01_08:39:56	16924		16	390144	244736	100	0
1970/01/01_08:39:57	16924		16	390144	244736	100	0
1970/01/01_08:39:58	16924		16	390144	245760	100	0
1970/01/01_08:39:59	16924		16	390144	244736	102	0
1970/01/01_08:40:00	16924		16	390144	244736	100	0
1970/01/01_08:40:01	16924		16	348160	205824	90	0
1970/01/01_08:40:02	16924		16	390144	244736	100	0
1970/01/01_08:40:03	16924		16	390144	245760	100	0
1970/01/01_08:40:04	16924		16	390144	244736	100	0
1970/01/01_08:40:05	16924		16	390144	244736	100	0
1970/01/01_08:40:06	16924		16	390144	245760	100	0
1970/01/01_08:40:07	16924		16	390144	244736	82	0
1970/01/01_08:40:08	16924		16	390144	244736	102	0
1970/01/01_08:40:09	16924		16	390144	245760	100	0
1970/01/01_08:40:10	16924		16	390144	245760	100	0
1970/01/01_08:40:11	16924		16	390144	244736	102	0
1970/01/01_08:40:13	16924		16	390144	244736	100	0
1970/01/01_08:40:14	16924		16	390144	244736	82	0
1970/01/01_08:40:15	16924		16	390144	244736	100	0
1970/01/01_08:40:16	16924		16	390144	245760	100	0
1970/01/01_08:40:17	16924		16	390144	245760	100	0
1970/01/01_08:40:18	16924		16	390144	245760	102	0
1970/01/01_08:40:19	16924		16	390144	244736	100	0
1970/01/01_08:40:20	16924		16	390144	244736	100	0
1970/01/01_08:40:21	16924		16	390144	244736	96	0
1970/01/01_08:40:22	16924		16	390144	244736	102	0
1970/01/01_08:40:23	16924		16	379904	228352	84	0
1970/01/01_08:40:24	16924		16	390144	244736	100	0
1970/01/01_08:40:25	16924		16	390144	245760	100	0
1970/01/01_08:40:26	16924		16	390144	244736	82	0
1970/01/01_08:40:27	16924		16	390144	244736	100	0
1970/01/01_08:40:28	16924		16	390144	244736	84	0
1970/01/01_08:40:29	16924		16	390144	244736	102	0
1970/01/01_08:40:30	16924		16	348160	205824	86	0
1970/01/01_08:40:31	16924		16	390144	244736	100	0
1970/01/01_08:40:32	16924		16	390144	245760	100	0
1970/01/01_08:40:33	16924		16	390144	244736	102	0
1970/01/01_08:40:34	16924		16	390144	244736	100	0
1970/01/01_08:40:35	16924		16	390144	244736	94	0
1970/01/01_08:40:36	16924		16	390144	244736	100	0
1970/01/01_08:40:37	16924		16	390144	244736	100	0
1970/01/01_08:40:38	16924		16	390144	244736	100	0
1970/01/01_08:40:39	16924		16	390144	244736	100	0
1970/01/01_08:40:40	16924		16	390144	245760	100	0
1970/01/01_08:40:41	16924		16	390144	244736	100	0
1970/01/01_08:40:42	16924		16	390144	244736	100	0
1970/01/01_08:40:43	16924		16	387072	243712	92	0
1970/01/01_08:40:44	16924		16	390144	244736	100	0
1970/01/01_08:40:46	16924		16	390144	244736	100	0
1970/01/01_08:40:47	16924		16	390144	244736	86	0
1970/01/01_08:40:48	16924		16	390144	244736	100	0
1970/01/01_08:40:49	16924		16	390144	245760	100	0
1970/01/01_08:40:50	16924		16	390144	245760	100	0
1970/01/01_08:40:51	16924		16	390144	244736	86	0
1970/01/01_08:40:52	16924		16	390144	244736	100	0
1970/01/01_08:40:53	16924		16	348160	205824	100	0
1970/01/01_08:40:54	16924		16	390144	244736	102	0
1970/01/01_08:40:55	16924		16	390144	245760	102	0
1970/01/01_08:40:56	16924		16	390144	244736	100	0
1970/01/01_08:40:57	16924		16	390144	244736	100	0
1970/01/01_08:40:58	16924		16	390144	244736	96	0
1970/01/01_08:40:59	16924		16	390144	244736	100	0
1970/01/01_08:41:00	16924		16	348160	205824	100	0
1970/01/01_08:41:01	16924		16	390144	244736	100	0
1970/01/01_08:41:02	16924		16	390144	244736	100	0
1970/01/01_08:41:03	16924		16	390144	245760	100	0
1970/01/01_08:41:04	16924		16	390144	244736	100	0
1970/01/01_08:41:05	16924		16	390144	244736	100	0
1970/01/01_08:41:06	16924		16	390144	244736	88	0
1970/01/01_08:41:07	16924		16	390144	244736	100	0
1970/01/01_08:41:08	16924		16	390144	245760	100	0
1970/01/01_08:41:09	16924		16	390144	245760	102	0
1970/01/01_08:41:10	16924		16	390144	245760	102	0
1970/01/01_08:41:11	16924		16	390144	244736	100	0
1970/01/01_08:41:12	16924		16	390144	244736	102	0
1970/01/01_08:41:13	16924		16	390144	244736	98	0
1970/01/01_08:41:14	16924		16	390144	244736	100	0
1970/01/01_08:41:15	16924		16	390144	244736	100	0
1970/01/01_08:41:16	16924		16	390144	245760	100	0
1970/01/01_08:41:17	16924		16	390144	244736	98	0
1970/01/01_08:41:18	16924		16	390144	244736	102	0
1970/01/01_08:41:19	16924		16	390144	244736	100	0
1970/01/01_08:41:21	16924		16	390144	244736	102	0
1970/01/01_08:41:22	16924		16	390144	244736	100	0
1970/01/01_08:41:23	16924		16	348160	205824	98	0
1970/01/01_08:41:24	16924		16	390144	244736	100	0
1970/01/01_08:41:25	16924		16	390144	245760	100	0
1970/01/01_08:41:26	16924		16	390144	245760	100	0
1970/01/01_08:41:27	16924		16	390144	244736	100	0
1970/01/01_08:41:28	16924		16	390144	244736	102	0
1970/01/01_08:41:29	16924		16	390144	245760	100	0
1970/01/01_08:41:30	16924		16	390144	244736	96	0
1970/01/01_08:41:31	16924		16	390144	244736	100	0
1970/01/01_08:41:32	16924		16	390144	244736	100	0
1970/01/01_08:41:33	16924		16	390144	245760	100	0
1970/01/01_08:41:34	16924		16	379904	237568	82	0
1970/01/01_08:41:35	16924		16	390144	244736	100	0
1970/01/01_08:41:36	16924		16	390144	244736	86	0
1970/01/01_08:41:37	16924		16	390144	244736	100	0
1970/01/01_08:41:38	16924		16	390144	245760	100	0
1970/01/01_08:41:39	16924		16	348160	205824	100	0
1970/01/01_08:41:40	16924		16	390144	244736	100	0
1970/01/01_08:41:41	16924		16	390144	245760	100	0
1970/01/01_08:41:42	16924		16	390144	245760	100	0
1970/01/01_08:41:43	16924		16	390144	245760	102	0
1970/01/01_08:41:44	16924		16	390144	244736	100	0
1970/01/01_08:41:45	16924		16	390144	245760	100	0
1970/01/01_08:41:46	16924		16	390144	245760	100	0
1970/01/01_08:41:47	16924		16	390144	245760	100	0
1970/01/01_08:41:48	16924		16	390144	244736	100	0
1970/01/01_08:41:49	16924		16	390144	245760	100	0
1970/01/01_08:41:50	16924		16	390144	245760	100	0
1970/01/01_08:41:51	16924		16	390144	245760	100	0
1970/01/01_08:41:52	16924		16	390144	244736	100	0
1970/01/01_08:41:53	16924		16	390144	244736	100	0
1970/01/01_08:41:55	16924		16	390144	245760	100	0
1970/01/01_08:41:56	16924		16	348160	205824	102	0
1970/01/01_08:41:57	16924		16	390144	244736	100	0
1970/01/01_08:41:58	16924		16	390144	244736	100	0
1970/01/01_08:41:59	16924		16	390144	244736	100	0
1970/01/01_08:42:00	16924		16	390144	244736	90	0
1970/01/01_08:42:01	16924		16	390144	244736	100	0
1970/01/01_08:42:02	16924		16	390144	244736	100	0
1970/01/01_08:42:03	16924		16	390144	245760	100	0
1970/01/01_08:42:04	16924		16	390144	244736	100	0
1970/01/01_08:42:05	16924		16	390144	244736	100	0
1970/01/01_08:42:06	16924		16	390144	244736	100	0
1970/01/01_08:42:07	16924		16	390144	244736	100	0
1970/01/01_08:42:08	16924		16	387072	239616	86	0
1970/01/01_08:42:09	16924		16	390144	244736	100	0
1970/01/01_08:42:10	16924		16	390144	244736	100	0
1970/01/01_08:42:11	16924		16	390144	245760	100	0
1970/01/01_08:42:12	16924		16	390144	245760	100	0
1970/01/01_08:42:13	16924		16	390144	245760	100	0
1970/01/01_08:42:14	16924		16	390144	245760	100	0
1970/01/01_08:42:15	16924		16	390144	244736	102	0
1970/01/01_08:42:16	16924		16	390144	244736	100	0
1970/01/01_08:42:17	16924		16	390144	245760	100	0
1970/01/01_08:42:18	16924		16	390144	245760	100	0
1970/01/01_08:42:19	16924		16	390144	245760	100	0
1970/01/01_08:42:20	16924		16	379904	231424	90	0
1970/01/01_08:42:21	16924		16	390144	244736	100	0
1970/01/01_08:42:22	16924		16	390144	245760	100	0
1970/01/01_08:42:23	16924		16	390144	245760	100	0
1970/01/01_08:42:24	16924		16	390144	244736	88	0
1970/01/01_08:42:25	16924		16	390144	244736	100	0
1970/01/01_08:42:26	16924		16	390144	245760	100	0
1970/01/01_08:42:27	16924		16	390144	245760	100	0
1970/01/01_08:42:28	16924		16	390144	245760	100	0
1970/01/01_08:42:29	16924		16	390144	244736	100	0
1970/01/01_08:42:31	16924		16	390144	244736	100	0
1970/01/01_08:42:32	16924		16	390144	245760	100	0
1970/01/01_08:42:33	16924		16	390144	244736	84	0
1970/01/01_08:42:34	16924		16	390144	244736	100	0
1970/01/01_08:42:35	16924		16	390144	244736	82	0
1970/01/01_08:42:36	16924		16	390144	244736	102	0
1970/01/01_08:42:37	16924		16	390144	244736	84	0
1970/01/01_08:42:38	16924		16	390144	244736	100	0
1970/01/01_08:42:39	16924		16	390144	244736	102	0
1970/01/01_08:42:40	16924		16	390144	244736	100	0
1970/01/01_08:42:41	16924		16	390144	244736	100	0
1970/01/01_08:42:42	16924		16	390144	244736	100	0
1970/01/01_08:42:43	16924		16	390144	245760	100	0
1970/01/01_08:42:44	16924		16	390144	244736	100	0
1970/01/01_08:42:45	16924		16	390144	244736	100	0
1970/01/01_08:42:46	16924		16	390144	245760	100	0
1970/01/01_08:42:47	16924		16	379904	225280	88	0
1970/01/01_08:42:48	16924		16	390144	244736	100	0
1970/01/01_08:42:49	16924		16	390144	244736	100	0
1970/01/01_08:42:50	16924		16	390144	244736	94	0
1970/01/01_08:42:51	16924		16	390144	244736	100	0
1970/01/01_08:42:52	16924		16	390144	244736	100	0
1970/01/01_08:42:53	16924		16	390144	244736	88	0
1970/01/01_08:42:54	16924		16	390144	244736	102	0
1970/01/01_08:42:55	16924		16	390144	245760	102	0
1970/01/01_08:42:56	16924		16	390144	245760	100	0
1970/01/01_08:42:57	16924		16	390144	245760	100	0
1970/01/01_08:42:58	16924		16	390144	244736	100	0
1970/01/01_08:42:59	16924		16	390144	244736	102	0
1970/01/01_08:43:00	16924		16	379904	223232	86	0
1970/01/01_08:43:01	16924		16	390144	244736	100	0
1970/01/01_08:43:02	16924		16	390144	244736	100	0
1970/01/01_08:43:03	16924		16	390144	244736	84	0
1970/01/01_08:43:05	16924		16	390144	244736	100	0
