列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\21stock\21stock_134_M010_coder.wav.pcm,stock,看一下华北制药的价格,看一下华北制药的价格,TRUE,0,是,stock,"{
 ""code"":""600812"",
 ""name"":""华北制药"",
 ""category"":""sh""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\21stock\21stock_141_M010_coder.wav.pcm,stock,600795的涨跌帮我看一下,六零零七九五的涨跌帮我看一下,FALSE,0,是,stock,"{
 ""code"":""600795"",
 ""name"":""国电电力"",
 ""category"":""sh""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\21stock\21stock_148_M010_coder.wav.pcm,stock,科大讯飞的市值是多少,科大讯飞的市值是多少,TRUE,0,是,stock,"{
 ""code"":""002230"",
 ""name"":""科大讯飞"",
 ""category"":""sz""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_005_F023_coder.wav.pcm,telephone,呼叫中国移动,呼叫中国移动,TRUE,1,是,telephone,"{
 ""name"":""中国移动客服"",""code"":""10086""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_012_F024_coder.wav.pcm,telephone,呼叫许启雨,呼叫许启雨,TRUE,1,是,telephone,"{
 ""name"":""许启雨""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_019_F024_coder.wav.pcm,telephone,帮我打一下董文杰班主任的电话,帮我打一下董文杰班主任的电话,TRUE,1,是,telephone,"{
 ""name"":""董文杰班主任""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_026_F025_coder.wav.pcm,telephone,帮我打电话,帮我打电话,TRUE,1,是,telephone,{},DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_033_M007_coder.wav.pcm,telephone,帮我打给王卓189的号码,帮我打给王卓幺八九的号码,FALSE,1,是,telephone,"{
 ""headNum"":""189"",
 ""name"":""王卓""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_040_M007_coder.wav.pcm,telephone,张三业务员的号码打一下,张三业务员的号码打一下,TRUE,1,是,telephone,"{""name"":""张三业务员""}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_047_F026_coder.wav.pcm,telephone,我想打个电话,我想打个电话,TRUE,1,是,telephone,{},DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_054_M008_coder.wav.pcm,telephone,我想打北办司机小张的合肥电话,我想打北办司机小张的合肥电话,TRUE,1,是,telephone,"{
 ""name"":""北办司机小张"",
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 }
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_061_M008_coder.wav.pcm,telephone,我想打给5331800,我想打给五三三幺八零零,FALSE,1,是,telephone,"{
 ""code"":""5331800""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_068_M008_coder.wav.pcm,telephone,我想给黄燕打电话,我想给黄燕打电话,TRUE,1,是,telephone,"{
 ""name"":""黄燕""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_075_M008_coder.wav.pcm,telephone,我要给15933556688打电话,我要给幺五九三三五五六六八八打电话,FALSE,1,是,telephone,"{
 ""code"":""15933556688""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_082_F027_coder.wav.pcm,telephone,打个电话给焦炫,打个电话给焦炫,TRUE,1,是,telephone,"{
 ""name"":""焦炫""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_089_F027_coder.wav.pcm,telephone,打外婆家的固话,打外婆家的固话,TRUE,1,是,telephone,"{
 ""name"":""外婆家"",
 ""category"":""固话""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_096_F027_coder.wav.pcm,telephone,打怡佳月嫂的住宅电话,打怡佳月嫂的住宅电话,TRUE,1,是,telephone,"{
 ""name"":""怡佳月嫂"",
 ""category"":""住宅""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_103_F027_coder.wav.pcm,telephone,打电话给何炅,打电话给何炅,TRUE,1,是,telephone,"{
 ""name"":""何炅""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_110_F027_coder.wav.pcm,telephone,打电话给114,打电话给幺幺四,FALSE,1,是,telephone,"{
 ""code"":""114""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_117_M009_coder.wav.pcm,telephone,打电话给江涛北京,打电话给江涛北京,TRUE,1,是,telephone,"{
 ""name"":""江涛"",
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 }
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_124_M009_coder.wav.pcm,telephone,打电话给蒋微,打电话给蒋微,TRUE,1,是,telephone,"{
 ""name"":""蒋微""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_131_M010_coder.wav.pcm,telephone,打给110,打给幺幺零,FALSE,1,是,telephone,"{
 ""code"":""110""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_138_M010_coder.wav.pcm,telephone,打给焦炫二,打给焦炫二,TRUE,1,是,telephone,"{
 ""name"":""焦炫二""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_145_M010_coder.wav.pcm,telephone,打给高毅,打给高毅,TRUE,1,是,telephone,"{
 ""name"":""高毅""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_152_M011_coder.wav.pcm,telephone,打阚春宏日本的号,打阚春宏日本的号,TRUE,1,是,telephone,"{""name"":""阚春宏"",""location"":{""country"":""日本"",""type"":""LOC_BASIC""}}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_159_M011_coder.wav.pcm,telephone,拨一下姜蓓丽的电话,拨一下姜蓓丽的电话,TRUE,1,是,telephone,"{
 ""name"":""姜蓓丽""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_166_M011_coder.wav.pcm,telephone,拨号13355876510,拨号幺三三五五八七六五幺零,FALSE,1,是,telephone,"{
 ""code"":""13355876510""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_173_M011_coder.wav.pcm,telephone,拨号绩溪家,拨号绩溪家,TRUE,1,是,telephone,"{""name"":""绩溪家""}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_180_M011_coder.wav.pcm,telephone,拨打1682,拨打零六八二,FALSE,1,是,telephone,"{
 ""code"":""0682""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_187_F028_coder.wav.pcm,telephone,拨打小张的电话,拨打小张的电话,TRUE,1,是,telephone,"{
 ""name"":""小张""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_194_F028_coder.wav.pcm,telephone,拨打火警电话,拨打火警电话,TRUE,1,是,telephone,"{
 ""code"":""119"",
 ""name"":""火警""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_201_F028_coder.wav.pcm,telephone,拨打白强的151的号码,拨打白强的幺五幺的号码,FALSE,1,是,telephone,"{
 ""headNum"":""151"",
 ""name"":""白强""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_208_F028_coder.wav.pcm,telephone,拨打赵于飞,拨打赵于飞,TRUE,1,是,telephone,"{
 ""name"":""赵于飞""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_215_F029_coder.wav.pcm,telephone,拨打高光来的内蒙的联通的电话,拨打高光来的内蒙的联通的电话,TRUE,1,是,telephone,"{
 ""teleOperator"":""联通"",
 ""name"":""高光来"",
 ""location"":{
  ""province"":""内蒙古自治区"",
  ""provinceAddr"":""内蒙古"",
  ""type"":""LOC_BASIC""
 }
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_222_F029_coder.wav.pcm,telephone,拨通张三的电话,拨通张三的电话,TRUE,1,是,telephone,"{
 ""name"":""张三""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_229_F029_coder.wav.pcm,telephone,烦请拨一下张三业务员的电话,烦请拨一下张三业务员的电话,TRUE,1,是,telephone,"{
 ""name"":""张三业务员""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_236_F029_coder.wav.pcm,telephone,电话给老爸手机,电话给老爸手机,TRUE,1,是,telephone,"{
 ""name"":""老爸"",
 ""category"":""手机""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_243_F030_coder.wav.pcm,telephone,给似文竹去个电话,给似文竹去个电话,TRUE,1,是,telephone,"{
 ""name"":""似文竹""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_250_F030_coder.wav.pcm,telephone,给张三业务员打电话聊聊,给张三业务员打电话聊聊,TRUE,1,是,telephone,"{
 ""name"":""张三业务员""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_257_F030_coder.wav.pcm,telephone,给我打张三业务员电信的电话,给我打张三业务员电信的电话,TRUE,1,是,telephone,"{
 ""teleOperator"":""电信"",
 ""name"":""张三业务员""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_264_F030_coder.wav.pcm,telephone,给王道广136的号码打个电话,给王道广幺三六的号码打个电话,FALSE,1,是,telephone,"{
 ""headNum"":""136"",
 ""name"":""王道广""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_271_F030_coder.wav.pcm,telephone,给默默打电话,给默默打电话,TRUE,1,是,telephone,"{
 ""name"":""默默""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_278_F030_coder.wav.pcm,telephone,请你拨打安邦汪的电话,请你拨打安邦汪的电话,TRUE,1,是,telephone,"{
 ""name"":""安邦汪""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_285_M012_coder.wav.pcm,telephone,请帮我打电话给徐承的联通号码,请帮我打电话给徐承的联通号码,TRUE,1,是,telephone,"{
 ""teleOperator"":""联通"",
 ""name"":""徐承""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_292_M012_coder.wav.pcm,telephone,请打一下张三业务员的固定电话,请打一下张三业务员的固定电话,TRUE,1,是,telephone,"{""name"":""张三业务员"",""category"":""固话""}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_299_M012_coder.wav.pcm,telephone,请拨一下张三业务员的电话,请拨一下张三业务员的电话,TRUE,1,是,telephone,"{
 ""name"":""张三业务员""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\22telephone\22telephone_306_M012_coder.wav.pcm,telephone,赶紧给杜美凤的办公号码打电话,赶紧给杜美凤的办公号码打电话,TRUE,1,是,telephone,"{
 ""name"":""杜美凤"",
 ""category"":""办公""
}",DIAL
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_005_F023_coder.wav.pcm,traffic,上海浦东新区丁香路的路况好不好,上海浦东新区丁香路的路况好不好,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""浦东新区"",
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""street"":""丁香路"",
  ""areaAddr"":""浦东"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_012_F024_coder.wav.pcm,traffic,中国农业大学周围的路况怎么样,中国农业大学周围的路况怎么样,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""中国农业大学"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_019_F024_coder.wav.pcm,traffic,交通中路交通路路口周围堵吗,交通中路交通路路口周围堵吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""streets"":""交通路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""交通中路"",
  ""type"":""LOC_CROSS""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_026_F025_coder.wav.pcm,traffic,到中山市中山科创电器有限公司的路况怎么样,到中山市中山科创电器有限公司的路况怎么样,TRUE,0,是,traffic,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""中山"",
  ""city"":""中山市"",
  ""poi"":""中山科创电器有限公司"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_033_M007_coder.wav.pcm,traffic,到合肥市盛记香辣大龙虾烧烤大王堵车吗,到合肥市盛记香辣大龙虾烧烤大王堵车吗,TRUE,0,是,traffic,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""poi"":""盛记香辣大龙虾烧烤大王"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_040_M007_coder.wav.pcm,traffic,到安徽省科技馆的路况怎么样,到安徽省科技馆的路况怎么样,TRUE,0,是,traffic,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""province"":""安徽省"",
  ""city"":""CURRENT_CITY"",
  ""provinceAddr"":""安徽"",
  ""poi"":""科技馆"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_047_F026_coder.wav.pcm,traffic,到昙华路瓦窑坑街路口的路况如何,到昙华路瓦窑坑街路口的路况如何,TRUE,0,是,traffic,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""streets"":""瓦窑坑街"",
  ""city"":""CURRENT_CITY"",
  ""street"":""昙华路"",
  ""type"":""LOC_CROSS""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_054_M008_coder.wav.pcm,traffic,到苏州市金家桥的路况怎么样,到苏州市金家桥的路况怎么样,TRUE,0,是,traffic,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""苏州"",
  ""city"":""苏州市"",
  ""poi"":""金家桥"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_061_M008_coder.wav.pcm,traffic,前方的路况好不好,前方的路况好不好,TRUE,0,是,traffic,"{
 ""direction"":""前方""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_068_M008_coder.wav.pcm,traffic,前面堵车吗,前面堵车吗,TRUE,0,是,traffic,"{
 ""direction"":""前方""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_075_M008_coder.wav.pcm,traffic,北京丰台路口路况,北京丰台路口路况,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""street"":""丰台路口"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_082_F027_coder.wav.pcm,traffic,北京平和街上向东方向堵不堵,北京平和街上向东方向堵不堵,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""street"":""平和街"",
  ""type"":""LOC_STREET""
 },
 ""direction"":""东""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_089_F027_coder.wav.pcm,traffic,南京秦淮区夫子庙周围的路况好不好,南京秦淮区夫子庙周围的路况好不好,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""秦淮区"",
  ""cityAddr"":""南京"",
  ""city"":""南京市"",
  ""areaAddr"":""秦淮"",
  ""poi"":""夫子庙"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_096_F027_coder.wav.pcm,traffic,厦门市思明区堵车吗,厦门市思明区堵车吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""厦门"",
  ""area"":""思明区"",
  ""city"":""厦门市"",
  ""areaAddr"":""思明"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_103_F027_coder.wav.pcm,traffic,合肥市东至路周围的交通状况,合肥市东至路周围的交通状况,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""street"":""东至路"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_110_F027_coder.wav.pcm,traffic,合肥文化泡沫包装材料有限责任周围堵车吗,合肥文化泡沫包装材料有限责任周围堵车吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""poi"":""文化泡沫包装材料有限责任"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_117_M009_coder.wav.pcm,traffic,城东区互助路堵吗,城东区互助路堵吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""城东区"",
  ""street"":""互助路"",
  ""areaAddr"":""城东区"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_124_M009_coder.wav.pcm,traffic,如意胡同上向西方向堵吗,如意胡同上向西方向堵吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""如意胡同"",
  ""type"":""LOC_STREET""
 },
 ""direction"":""西""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_131_M010_coder.wav.pcm,traffic,屯光大道附近堵吗,屯光大道附近堵吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""屯光大道"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_138_M010_coder.wav.pcm,traffic,庐阳区金寨路上向南方向交通状况,庐阳区金寨路上向南方向交通状况,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""庐阳区"",
  ""street"":""金寨路"",
  ""areaAddr"":""庐阳"",
  ""type"":""LOC_STREET""
 },
 ""direction"":""南""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_145_M010_coder.wav.pcm,traffic,成都市蜀汉路附近的路况怎么样,成都市蜀汉路附近的路况怎么样,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""成都"",
  ""city"":""成都市"",
  ""street"":""蜀汉路"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_152_M011_coder.wav.pcm,traffic,本溪市明山区解放北二路西芬路路口路况,本溪市明山区解放北二路西芬路路口路况,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""明山区"",
  ""cityAddr"":""本溪"",
  ""streets"":""西芬路"",
  ""city"":""本溪市"",
  ""street"":""解放北二路"",
  ""areaAddr"":""明山"",
  ""type"":""LOC_CROSS""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_159_M011_coder.wav.pcm,traffic,沈阳市深得线上向北方向路况,沈阳市深得线上向北方向路况,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""沈阳"",
  ""city"":""沈阳市"",
  ""poi"":""深得线"",
  ""type"":""LOC_POI""
 },
 ""direction"":""北""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_166_M011_coder.wav.pcm,traffic,温州市滨海二道上向西方向的路况好不好,温州市滨海二道上向西方向的路况好不好,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""温州"",
  ""city"":""温州市"",
  ""street"":""滨海二道"",
  ""type"":""LOC_POI""
 },
 ""direction"":""西""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_173_M011_coder.wav.pcm,traffic,环城南路附近堵车吗,环城南路附近堵车吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""street"":""环城南路"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_180_M011_coder.wav.pcm,traffic,苏州市竹园路上向南方向堵车吗,苏州市竹园路上向南方向堵车吗,TRUE,0,是,traffic,"{
 ""location"":{
  ""cityAddr"":""苏州"",
  ""city"":""苏州市"",
  ""street"":""竹园路"",
  ""type"":""LOC_STREET""
 },
 ""direction"":""南""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_187_F028_coder.wav.pcm,traffic,西固区西固巷堵不堵,西固区西固巷堵不堵,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""西固区"",
  ""city"":""CURRENT_CITY"",
  ""areaAddr"":""西固"",
  ""poi"":""西固巷"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_194_F028_coder.wav.pcm,traffic,连平县的路况好不好,连平县的路况好不好,TRUE,0,是,traffic,"{
 ""location"":{
  ""area"":""连平县"",
  ""areaAddr"":""连平"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_201_F028_coder.wav.pcm,traffic,金康东道附近的路况,金康东道附近的路况,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""金康东道"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_208_F028_coder.wav.pcm,traffic,长江路与潜山路的交叉路口堵不堵,长江路与潜山路的交叉路口堵不堵,TRUE,0,是,traffic,"{
 ""location"":{
  ""streets"":""潜山路"",
  ""city"":""CURRENT_CITY"",
  ""street"":""长江路"",
  ""type"":""LOC_CROSS""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\23traffic\23traffic_215_F029_coder.wav.pcm,traffic,黄山路小学附近的路况怎么样,黄山路小学附近的路况怎么样,TRUE,0,是,traffic,"{
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""黄山路小学"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_005_F002_coder.wav.pcm,train,帮我订一张到上海的动车单程的火车票,帮我订一张到上海的动车单程的火车票,TRUE,0,是,train,"{
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车"",
 ""type"":""单程""
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_012_F024_coder.wav.pcm,train,订一张3月3号合肥到哈尔滨的直快软卧,订一张三月三号合肥到哈尔滨的直快软卧,FALSE,0,是,train,"{
 ""seat"":""软卧"",
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""哈尔滨"",
  ""city"":""哈尔滨市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""直快"",
 ""startDate"":{
  ""date"":""2016-03-03"",
  ""dateOrig"":""三月三号"",
  ""type"":""DT_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_019_F024_coder.wav.pcm,train,单程合肥到芜湖的普快硬座的火车票,单程合肥到芜湖的普快硬座的火车票,TRUE,0,是,train,"{
 ""seat"":""硬座"",
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""芜湖"",
  ""city"":""芜湖市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""普快"",
 ""type"":""单程""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_026_F025_coder.wav.pcm,train,查一下明天的火车票还有吗,查一下明天的火车票还有吗,TRUE,0,是,train,"{
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_033_M007_coder.wav.pcm,train,麻烦订两张3月3号合肥到北京的动车特等座的火车票,麻烦订两张三月三号合肥到北京的动车特等座的火车票,FALSE,0,是,train,"{
 ""seat"":""特等座"",
 ""startLoc"":{
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""type"":""LOC_BASIC""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""动车"",
 ""startDate"":{
  ""date"":""2016-03-03"",
  ""dateOrig"":""三月三号"",
  ""type"":""DT_BASIC""
 }
}",BOOK
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\24train\24train_040_M007_coder.wav.pcm,train,帮我查一下明天到北京的特快软卧的火车票剩余情况,帮我查一下明天到北京的特快软卧的火车票剩余情况,TRUE,0,是,train,"{
 ""seat"":""软卧"",
 ""startLoc"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 },
 ""endLoc"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""type"":""LOC_BASIC""
 },
 ""category"":""特快"",
 ""startDate"":{
  ""date"":""2015-10-14"",
  ""dateOrig"":""明天"",
  ""type"":""DT_BASIC""
 }
}",QUERY
