strAudioPath,pcm_time(UTC ms),sr_result
msc_log_2017-07-04Tue17-31-39.908000.pcm,1499160699908.0,登录搜狐视频
msc_log_2017-07-04Tue17-31-43.959000.pcm,1499160703959.0,搜狐视频更新
msc_log_2017-07-04Tue17-31-48.215000.pcm,1499160708215.0,重新登录搜狐视频
msc_log_2017-07-04Tue17-31-52.979000.pcm,1499160712979.0,退出当前搜狐视频会员账号
msc_log_2017-07-04Tue17-31-58.159000.pcm,1499160718159.0,我想下载影视大全
msc_log_2017-07-04Tue17-32-02.406000.pcm,1499160722406.0,帮我打开影视大全
msc_log_2017-07-04Tue17-32-06.838000.pcm,1499160726838.0,调高影视大全的音量
msc_log_2017-07-04Tue17-32-11.391000.pcm,1499160731391.0,关闭影视大全
msc_log_2017-07-04Tue17-32-15.397000.pcm,1499160735397.0,换个搜狐视频
msc_log_2017-07-04Tue17-32-19.613000.pcm,1499160739613.0,中心大街的乐视视频版本
msc_log_2017-07-04Tue17-32-24.345000.pcm,1499160744345.0,找到了是视频的登录页面
msc_log_2017-07-04Tue17-32-29.541000.pcm,1499160749541.0,登录乐视视频
msc_log_2017-07-04Tue17-32-33.803000.pcm,1499160753803.0,退出当前登录账号
msc_log_2017-07-04Tue17-32-38.197000.pcm,1499160758197.0,关闭乐视视频
msc_log_2017-07-04Tue17-32-42.285000.pcm,1499160762285.0,帮我下载头条视频
msc_log_2017-07-04Tue17-32-46.472000.pcm,1499160766472.0,更新头条视频
msc_log_2017-07-04Tue17-32-50.802000.pcm,1499160770802.0,登陆头条视频
msc_log_2017-07-04Tue17-32-55.144000.pcm,1499160775144.0,退出当前头条账号
msc_log_2017-07-04Tue17-32-59.780000.pcm,1499160779780.0,关闭头条视频
msc_log_2017-07-04Tue17-33-03.783000.pcm,1499160783783.0,打开爱音乐
msc_log_2017-07-04Tue17-33-07.600000.pcm,1499160787600.0,卸载爱音乐
msc_log_2017-07-04Tue17-33-11.371000.pcm,1499160791371.0,重新下载新版本的爱音乐
msc_log_2017-07-04Tue17-33-16.315000.pcm,1499160796315.0,找找爱音乐的音量
msc_log_2017-07-04Tue17-33-29.438000.pcm,1499160809438.0,关闭爱音乐
msc_log_2017-07-04Tue17-33-33.209000.pcm,1499160813209.0,搜索音乐台
msc_log_2017-07-04Tue17-33-37.023000.pcm,1499160817023.0,安装最新版本的音乐台
msc_log_2017-07-04Tue17-33-41.232000.pcm,1499160821232.0,音乐台打开
msc_log_2017-07-04Tue17-33-45.127000.pcm,1499160825127.0,把音乐台的音量调到最高
msc_log_2017-07-04Tue17-33-49.789000.pcm,1499160829789.0,退出音乐台
msc_log_2017-07-04Tue17-33-53.833000.pcm,1499160833833.0,FM103.75
msc_log_2017-07-04Tue17-33-58.507000.pcm,1499160838507.0,声音大一点
msc_log_2017-07-04Tue17-34-02.202000.pcm,1499160842202.0,不听啦关闭广播
msc_log_2017-07-04Tue17-34-06.073000.pcm,1499160846073.0,我要听广播
msc_log_2017-07-04Tue17-34-09.589000.pcm,1499160849589.0,就听合肥交通广播吧
msc_log_2017-07-04Tue17-34-14.327000.pcm,1499160854327.0,暂停
msc_log_2017-07-04Tue17-34-17.763000.pcm,1499160857763.0,打开电台
msc_log_2017-07-04Tue17-34-21.336000.pcm,1499160861336.0,不要这个电台换一个
msc_log_2017-07-04Tue17-34-25.656000.pcm,1499160865656.0,声音加到最大
msc_log_2017-07-04Tue17-34-29.349000.pcm,1499160869349.0,搜索电台
msc_log_2017-07-04Tue17-34-33.018000.pcm,1499160873018.0,选择新闻电台
msc_log_2017-07-04Tue17-34-36.936000.pcm,1499160876936.0,开始播放
msc_log_2017-07-04Tue17-34-40.905000.pcm,1499160880905.0,电台八九.9
msc_log_2017-07-04Tue17-34-45.054000.pcm,1499160885054.0,不听这个换一个
msc_log_2017-07-04Tue17-34-49.654000.pcm,1499160889654.0,好的播放
msc_log_2017-07-04Tue17-34-53.394000.pcm,1499160893394.0,我要到滁州电台
msc_log_2017-07-04Tue17-34-57.511000.pcm,1499160897511.0,不是说错了是安徽电台
msc_log_2017-07-04Tue17-35-02.264000.pcm,1499160902264.0,就安徽经济广播吧
msc_log_2017-07-04Tue17-35-06.459000.pcm,1499160906459.0,播放
msc_log_2017-07-04Tue17-35-09.988000.pcm,1499160909988.0,我想听新闻广播
msc_log_2017-07-04Tue17-35-13.892000.pcm,1499160913892.0,选择济南的新闻广播
msc_log_2017-07-04Tue17-35-18.070000.pcm,1499160918070.0,播放
msc_log_2017-07-04Tue17-35-21.573000.pcm,1499160921573.0,收藏家台
msc_log_2017-07-04Tue17-35-25.231000.pcm,1499160925231.0,播放FM89.9
msc_log_2017-07-04Tue17-35-29.387000.pcm,1499160929387.0,换下一台
msc_log_2017-07-04Tue17-35-33.130000.pcm,1499160933130.0,音量设置为中等音量
msc_log_2017-07-04Tue17-35-37.568000.pcm,1499160937568.0,打开交通广播
msc_log_2017-07-04Tue17-35-41.207000.pcm,1499160941207.0,现在播放的是谁主持的节目
msc_log_2017-07-04Tue17-35-46.262000.pcm,1499160946262.0,将此频道到我的收藏夹
msc_log_2017-07-04Tue17-35-51.493000.pcm,1499160951493.0,关闭收音机
msc_log_2017-07-04Tue17-35-55.141000.pcm,1499160955141.0,播放FM101.7
msc_log_2017-07-04Tue17-35-59.765000.pcm,1499160959765.0,返回上一台
msc_log_2017-07-04Tue17-36-03.448000.pcm,1499160963448.0,正在播放的是什么音乐
msc_log_2017-07-04Tue17-36-08.383000.pcm,1499160968383.0,收藏
msc_log_2017-07-04Tue17-36-11.956000.pcm,1499160971956.0,我要听河南省交通广播
msc_log_2017-07-04Tue17-36-16.693000.pcm,1499160976693.0,不是河南交通广播是河南音乐广播
msc_log_2017-07-04Tue17-36-22.078000.pcm,1499160982078.0,广播里的歌是谁唱的
msc_log_2017-07-04Tue17-36-26.289000.pcm,1499160986289.0,保存这个频道
msc_log_2017-07-04Tue17-36-30.176000.pcm,1499160990176.0,我想听广播九九.6
msc_log_2017-07-04Tue17-36-34.759000.pcm,1499160994759.0,九九.6换成九九.8
msc_log_2017-07-04Tue17-36-39.272000.pcm,1499160999272.0,音量开到最大
msc_log_2017-07-04Tue17-36-42.883000.pcm,1499161002883.0,搜索广播
msc_log_2017-07-04Tue17-36-46.545000.pcm,1499161006545.0,取消搜索
msc_log_2017-07-04Tue17-36-50.703000.pcm,1499161010703.0,重新搜索包头电台
msc_log_2017-07-04Tue17-36-55.418000.pcm,1499161015418.0,开始播放吧
msc_log_2017-07-04Tue17-36-59.190000.pcm,1499161019190.0,收听六安广播
msc_log_2017-07-04Tue17-37-03.122000.pcm,1499161023122.0,换个节目
msc_log_2017-07-04Tue17-37-06.615000.pcm,1499161026615.0,暂停播放
msc_log_2017-07-04Tue17-37-10.199000.pcm,1499161030199.0,关闭收音机
msc_log_2017-07-04Tue17-37-13.933000.pcm,1499161033933.0,我想听娱乐广播
msc_log_2017-07-04Tue17-37-17.984000.pcm,1499161037984.0,选择收听率最高的节目
msc_log_2017-07-04Tue17-37-22.883000.pcm,1499161042883.0,开始播放
msc_log_2017-07-04Tue17-37-26.548000.pcm,1499161046548.0,请播放FM101.7
msc_log_2017-07-04Tue17-37-31.364000.pcm,1499161051364.0,这是什么电台
msc_log_2017-07-04Tue17-37-35.478000.pcm,1499161055478.0,谁主持的FM101
msc_log_2017-07-04Tue17-37-39.975000.pcm,1499161059975.0,保存该电台
msc_log_2017-07-04Tue17-37-44.045000.pcm,1499161064045.0,请为我播放新闻
msc_log_2017-07-04Tue17-37-48.876000.pcm,1499161068876.0,换一个安徽省合肥市的新闻
msc_log_2017-07-04Tue17-37-54.141000.pcm,1499161074141.0,声音小一点
msc_log_2017-07-04Tue17-37-57.872000.pcm,1499161077872.0,开始收听
msc_log_2017-07-04Tue17-38-01.518000.pcm,1499161081518.0,亚冠新闻
msc_log_2017-07-04Tue17-38-05.869000.pcm,1499161085869.0,收听最新亚冠消息
msc_log_2017-07-04Tue17-38-10.470000.pcm,1499161090470.0,屏幕调亮一点
msc_log_2017-07-04Tue17-38-23.386000.pcm,1499161103386.0,暂停一下
msc_log_2017-07-04Tue17-38-27.201000.pcm,1499161107201.0,最新新闻
msc_log_2017-07-04Tue17-38-31.518000.pcm,1499161111518.0,选择娱乐类的最新新闻
msc_log_2017-07-04Tue17-38-36.884000.pcm,1499161116884.0,这条新闻重播一遍
msc_log_2017-07-04Tue17-38-41.317000.pcm,1499161121317.0,是谁发布的这条新闻
msc_log_2017-07-04Tue17-38-45.930000.pcm,1499161125930.0,帮我换一个明星娱乐圈里面的热门新闻
msc_log_2017-07-04Tue17-38-51.778000.pcm,1499161131778.0,最近两天发生的哦
msc_log_2017-07-04Tue17-38-56.121000.pcm,1499161136121.0,暂停播放
msc_log_2017-07-04Tue17-38-59.670000.pcm,1499161139670.0,播放关于秦昊的新闻
msc_log_2017-07-04Tue17-39-04.988000.pcm,1499161144988.0,足球新闻
msc_log_2017-07-04Tue17-39-08.476000.pcm,1499161148476.0,偶不是是科技新闻
msc_log_2017-07-04Tue17-39-13.338000.pcm,1499161153338.0,音量调到二十
msc_log_2017-07-04Tue17-39-17.120000.pcm,1499161157120.0,播放
msc_log_2017-07-04Tue17-39-20.754000.pcm,1499161160754.0,打开视频
msc_log_2017-07-04Tue17-39-24.622000.pcm,1499161164622.0,播放朵拉
msc_log_2017-07-04Tue17-39-28.151000.pcm,1499161168151.0,快进到十分钟处播放
msc_log_2017-07-04Tue17-39-32.915000.pcm,1499161172915.0,现在听一下
msc_log_2017-07-04Tue17-39-37.107000.pcm,1499161177107.0,播放视频宠爱
msc_log_2017-07-04Tue17-39-40.804000.pcm,1499161180804.0,选择高清画面
msc_log_2017-07-04Tue17-39-44.677000.pcm,1499161184677.0,声音调到十五
msc_log_2017-07-04Tue17-39-48.427000.pcm,1499161188427.0,开始播放
msc_log_2017-07-04Tue17-39-51.878000.pcm,1499161191878.0,搜索视频
msc_log_2017-07-04Tue17-39-55.357000.pcm,1499161195357.0,视频快进
msc_log_2017-07-04Tue17-39-58.832000.pcm,1499161198832.0,暂停一下
msc_log_2017-07-04Tue17-40-02.498000.pcm,1499161202498.0,字幕选择双语播放
msc_log_2017-07-04Tue17-40-06.665000.pcm,1499161206665.0,音量增加
msc_log_2017-07-04Tue17-40-10.110000.pcm,1499161210110.0,把当前页面关了我要听歌
msc_log_2017-07-04Tue17-40-14.878000.pcm,1499161214878.0,再见
msc_log_2017-07-04Tue17-40-18.219000.pcm,1499161218219.0,等一下先不退出
msc_log_2017-07-04Tue17-40-22.615000.pcm,1499161222615.0,退出吧
msc_log_2017-07-04Tue17-40-26.136000.pcm,1499161226136.0,返回主页
msc_log_2017-07-04Tue17-40-29.501000.pcm,1499161229501.0,打开视频
msc_log_2017-07-04Tue17-40-33.071000.pcm,1499161233071.0,视频清晰路条围标清
msc_log_2017-07-04Tue17-40-38.011000.pcm,1499161238011.0,可以播放了
msc_log_2017-07-04Tue17-40-41.615000.pcm,1499161241615.0,我要加大10%的音量
msc_log_2017-07-04Tue17-40-46.131000.pcm,1499161246131.0,10%声音太大了还是加大到百分之舞吧
msc_log_2017-07-04Tue17-40-52.079000.pcm,1499161252079.0,可以啦继续播放吧
msc_log_2017-07-04Tue17-40-56.163000.pcm,1499161256163.0,亮度自动
msc_log_2017-07-04Tue17-40-59.791000.pcm,1499161259791.0,有点暗了亮度在家里
msc_log_2017-07-04Tue17-41-04.596000.pcm,1499161264596.0,在家4%
msc_log_2017-07-04Tue17-41-08.497000.pcm,1499161268497.0,我想返回界面
msc_log_2017-07-04Tue17-41-12.640000.pcm,1499161272640.0,界面亮度调高
msc_log_2017-07-04Tue17-41-16.848000.pcm,1499161276848.0,还是来首歌吧
msc_log_2017-07-04Tue17-41-20.726000.pcm,1499161280726.0,周杰伦的开始播放
msc_log_2017-07-04Tue17-41-24.800000.pcm,1499161284800.0,退出退出
msc_log_2017-07-04Tue17-41-28.584000.pcm,1499161288584.0,关闭设备
msc_log_2017-07-04Tue17-41-32.035000.pcm,1499161292035.0,帮我关闭空调
msc_log_2017-07-04Tue17-41-35.668000.pcm,1499161295668.0,关闭后打开天窗
msc_log_2017-07-04Tue17-41-39.567000.pcm,1499161299567.0,好的退出
msc_log_2017-07-04Tue17-41-43.090000.pcm,1499161303090.0,调高点温度
msc_log_2017-07-04Tue17-41-46.760000.pcm,1499161306760.0,有点高了将近两路
msc_log_2017-07-04Tue17-41-51.055000.pcm,1499161311055.0,把空调的风向设置为左右方向扫风
msc_log_2017-07-04Tue17-41-56.364000.pcm,1499161316364.0,开启空调
msc_log_2017-07-04Tue17-41-59.764000.pcm,1499161319764.0,风速设置为三档
msc_log_2017-07-04Tue17-42-03.729000.pcm,1499161323729.0,主驾驶座椅加热到朗朗
msc_log_2017-07-04Tue17-42-08.021000.pcm,1499161328021.0,确定设置
msc_log_2017-07-04Tue17-42-11.423000.pcm,1499161331423.0,打开车窗
msc_log_2017-07-04Tue17-42-14.830000.pcm,1499161334830.0,我不是关闭远光灯
msc_log_2017-07-04Tue17-42-19.092000.pcm,1499161339092.0,我要定一个闹钟
msc_log_2017-07-04Tue17-42-22.905000.pcm,1499161342905.0,那种体验时间是明天上午9点
msc_log_2017-07-04Tue17-42-27.745000.pcm,1499161347745.0,内容是给妈妈打电话
msc_log_2017-07-04Tue17-42-32.013000.pcm,1499161352013.0,确认
msc_log_2017-07-04Tue17-42-35.477000.pcm,1499161355477.0,提醒
msc_log_2017-07-04Tue17-42-39.007000.pcm,1499161359007.0,删除昨天设的提醒
msc_log_2017-07-04Tue17-42-43.575000.pcm,1499161363575.0,重新设置今天晚上9点聚餐的提醒
msc_log_2017-07-04Tue17-42-49.351000.pcm,1499161369351.0,确认
msc_log_2017-07-04Tue17-42-52.956000.pcm,1499161372956.0,我要发微信
msc_log_2017-07-04Tue17-42-57.031000.pcm,1499161377031.0,发送我的定位
msc_log_2017-07-04Tue17-43-01.166000.pcm,1499161381166.0,撤回撤回
msc_log_2017-07-04Tue17-43-05.369000.pcm,1499161385369.0,发送共享实时位置
msc_log_2017-07-04Tue17-43-10.032000.pcm,1499161390032.0,微信
msc_log_2017-07-04Tue17-43-13.360000.pcm,1499161393360.0,打开人数最多的那个微信群
msc_log_2017-07-04Tue17-43-18.159000.pcm,1499161398159.0,发送文字信息你们在干嘛
msc_log_2017-07-04Tue17-43-22.965000.pcm,1499161402965.0,确认
msc_log_2017-07-04Tue17-43-26.430000.pcm,1499161406430.0,打开微信
msc_log_2017-07-04Tue17-43-30.092000.pcm,1499161410092.0,查看未读消息
msc_log_2017-07-04Tue17-43-34.269000.pcm,1499161414269.0,语音转化为文字
msc_log_2017-07-04Tue17-43-38.575000.pcm,1499161418575.0,退出微信
msc_log_2017-07-04Tue17-43-42.309000.pcm,1499161422309.0,你妈妈来看看我给妈妈发个微信
msc_log_2017-07-04Tue17-43-47.972000.pcm,1499161427972.0,内容是妈妈母亲节快乐
msc_log_2017-07-04Tue17-43-52.697000.pcm,1499161432697.0,把妈妈设置为星标朋友
msc_log_2017-07-04Tue17-43-57.541000.pcm,1499161437541.0,退出
msc_log_2017-07-04Tue17-44-01.372000.pcm,1499161441372.0,上海到北京航班
msc_log_2017-07-04Tue17-44-05.393000.pcm,1499161445393.0,简单明天出发的国航
msc_log_2017-07-04Tue17-44-09.853000.pcm,1499161449853.0,查看商务舱机票
msc_log_2017-07-04Tue17-44-23.173000.pcm,1499161463173.0,那就订两张船票吧
msc_log_2017-07-04Tue17-44-27.389000.pcm,1499161467389.0,确定
msc_log_2017-07-04Tue17-44-30.769000.pcm,1499161470769.0,今天到香港的航班
msc_log_2017-07-04Tue17-44-34.607000.pcm,1499161474607.0,从合肥出发的有没有
msc_log_2017-07-04Tue17-44-38.740000.pcm,1499161478740.0,查看价格最低的
msc_log_2017-07-04Tue17-44-42.690000.pcm,1499161482690.0,好的我知道了退出吧
msc_log_2017-07-04Tue17-44-47.301000.pcm,1499161487301.0,到北京的航班
msc_log_2017-07-04Tue17-44-51.142000.pcm,1499161491142.0,我想听到那时间在中午12点之前的
msc_log_2017-07-04Tue17-44-56.464000.pcm,1499161496464.0,选择东方航空
msc_log_2017-07-04Tue17-45-00.105000.pcm,1499161500105.0,确定
msc_log_2017-07-04Tue17-45-03.735000.pcm,1499161503735.0,查股票601318
msc_log_2017-07-04Tue17-45-08.048000.pcm,1499161508048.0,换成周凯线走势图
msc_log_2017-07-04Tue17-45-11.454000.pcm,1499161511454.0,屏幕亮一点
msc_log_2017-07-04Tue17-45-14.868000.pcm,1499161514868.0,退出
msc_log_2017-07-04Tue17-45-18.371000.pcm,1499161518371.0,查一下宝光股份的股票
msc_log_2017-07-04Tue17-45-23.279000.pcm,1499161523279.0,不是是曝光部分
msc_log_2017-07-04Tue17-45-28.036000.pcm,1499161528036.0,声音调到最大
msc_log_2017-07-04Tue17-45-31.755000.pcm,1499161531755.0,重新播放
msc_log_2017-07-04Tue17-45-35.473000.pcm,1499161535473.0,查一下中国黄金的股票
msc_log_2017-07-04Tue17-45-40.089000.pcm,1499161540089.0,价格是涨了还是跌了
msc_log_2017-07-04Tue17-45-44.944000.pcm,1499161544944.0,查看上个月的走势图
msc_log_2017-07-04Tue17-45-49.582000.pcm,1499161549582.0,查一下股票
msc_log_2017-07-04Tue17-45-53.053000.pcm,1499161553053.0,就查科大讯飞的吧
msc_log_2017-07-04Tue17-45-57.565000.pcm,1499161557565.0,屏幕暗一点
msc_log_2017-07-04Tue17-46-01.612000.pcm,1499161561612.0,股票000720
msc_log_2017-07-04Tue17-46-06.512000.pcm,1499161566512.0,看一下股票的分时图
msc_log_2017-07-04Tue17-46-10.957000.pcm,1499161570957.0,播放声音大一点
msc_log_2017-07-04Tue17-46-14.862000.pcm,1499161574862.0,好的退出
msc_log_2017-07-04Tue17-46-18.458000.pcm,1499161578458.0,查询中国移动的股票
msc_log_2017-07-04Tue17-46-23.030000.pcm,1499161583030.0,看一下昨天的交易情况嘛
msc_log_2017-07-04Tue17-46-27.622000.pcm,1499161587622.0,再看一下网友对中国移动股票的分析
msc_log_2017-07-04Tue17-46-33.246000.pcm,1499161593246.0,退出吧
msc_log_2017-07-04Tue17-46-36.803000.pcm,1499161596803.0,查询股票300472
msc_log_2017-07-04Tue17-46-41.795000.pcm,1499161601795.0,我没看清
msc_log_2017-07-04Tue17-46-45.506000.pcm,1499161605506.0,他的最近一期中签率是多少呀
msc_log_2017-07-04Tue17-46-50.640000.pcm,1499161610640.0,知道了退出
msc_log_2017-07-04Tue17-46-54.436000.pcm,1499161614436.0,查询深圳股票
msc_log_2017-07-04Tue17-46-58.147000.pcm,1499161618147.0,以零开头的股票代码有哪些呢
msc_log_2017-07-04Tue17-47-02.820000.pcm,1499161622820.0,那就今晚喝吧
msc_log_2017-07-04Tue17-47-07.089000.pcm,1499161627089.0,打电话给何志明
msc_log_2017-07-04Tue17-47-11.246000.pcm,1499161631246.0,打151开头的那个
msc_log_2017-07-04Tue17-47-15.674000.pcm,1499161635674.0,确定
msc_log_2017-07-04Tue17-47-19.035000.pcm,1499161639035.0,打电话给李琼
msc_log_2017-07-04Tue17-47-23.965000.pcm,1499161643965.0,不是移动的拨打他联通的
msc_log_2017-07-04Tue17-47-28.895000.pcm,1499161648895.0,打开免提
msc_log_2017-07-04Tue17-47-32.774000.pcm,1499161652774.0,确定
msc_log_2017-07-04Tue17-47-36.248000.pcm,1499161656248.0,电话给老婆
msc_log_2017-07-04Tue17-47-40.170000.pcm,1499161660170.0,对就是137的那个号码
msc_log_2017-07-04Tue17-47-45.110000.pcm,1499161665110.0,等下取消拨打
msc_log_2017-07-04Tue17-47-49.587000.pcm,1499161669587.0,重播一次
msc_log_2017-07-04Tue17-47-53.521000.pcm,1499161673521.0,打电话给陈永棋
msc_log_2017-07-04Tue17-47-58.151000.pcm,1499161678151.0,用卡一拨打
msc_log_2017-07-04Tue17-48-11.228000.pcm,1499161691228.0,选择黑的号码
msc_log_2017-07-04Tue17-48-15.675000.pcm,1499161695675.0,确认
msc_log_2017-07-04Tue17-48-19.261000.pcm,1499161699261.0,拨打杨建军电话
msc_log_2017-07-04Tue17-48-23.890000.pcm,1499161703890.0,不是我说的是杨建军
msc_log_2017-07-04Tue17-48-29.263000.pcm,1499161709263.0,133开头的电信的号码
msc_log_2017-07-04Tue17-48-34.530000.pcm,1499161714530.0,对的却任拨打
msc_log_2017-07-04Tue17-48-38.900000.pcm,1499161718900.0,打电话给电工
msc_log_2017-07-04Tue17-48-43.119000.pcm,1499161723119.0,不是纪委的是电工许嵩的
msc_log_2017-07-04Tue17-48-48.436000.pcm,1499161728436.0,取消取消不打了
msc_log_2017-07-04Tue17-48-52.946000.pcm,1499161732946.0,拨打张老板电话
msc_log_2017-07-04Tue17-48-57.327000.pcm,1499161737327.0,奥不是是李老板的电话
msc_log_2017-07-04Tue17-49-02.744000.pcm,1499161742744.0,开放免提
msc_log_2017-07-04Tue17-49-06.671000.pcm,1499161746671.0,挂断
msc_log_2017-07-04Tue17-49-10.186000.pcm,1499161750186.0,打开电话本
msc_log_2017-07-04Tue17-49-13.900000.pcm,1499161753900.0,拨打杨建军的电话
msc_log_2017-07-04Tue17-49-18.402000.pcm,1499161758402.0,联通186的那个号码
msc_log_2017-07-04Tue17-49-22.847000.pcm,1499161762847.0,确认
msc_log_2017-07-04Tue17-49-26.545000.pcm,1499161766545.0,请帮我接听电话
msc_log_2017-07-04Tue17-49-30.880000.pcm,1499161770880.0,打开免提
msc_log_2017-07-04Tue17-49-34.524000.pcm,1499161774524.0,声音加大
msc_log_2017-07-04Tue17-49-38.272000.pcm,1499161778272.0,声音太吵了挂断
msc_log_2017-07-04Tue17-49-43.418000.pcm,1499161783418.0,回拨刚才的来电
msc_log_2017-07-04Tue17-49-48.917000.pcm,1499161788917.0,拨打电话给陈
msc_log_2017-07-04Tue17-49-53.430000.pcm,1499161793430.0,不是陈建勇是大臣宝源电话
msc_log_2017-07-04Tue17-50-08.266000.pcm,1499161808266.0,挂断挂断打错了
msc_log_2017-07-04Tue17-50-12.792000.pcm,1499161812792.0,打陈建泉的电话
msc_log_2017-07-04Tue17-50-17.560000.pcm,1499161817560.0,打电话给10086
msc_log_2017-07-04Tue17-50-22.242000.pcm,1499161822242.0,用卡二拨打哦
msc_log_2017-07-04Tue17-50-26.567000.pcm,1499161826567.0,免提免提
msc_log_2017-07-04Tue17-50-30.780000.pcm,1499161830780.0,人工服务零
msc_log_2017-07-04Tue17-50-34.607000.pcm,1499161834607.0,声音再加大一点
msc_log_2017-07-04Tue17-50-38.543000.pcm,1499161838543.0,电话号码是多少
msc_log_2017-07-04Tue17-50-42.472000.pcm,1499161842472.0,韩姐的电话号码
msc_log_2017-07-04Tue17-50-46.606000.pcm,1499161846606.0,拨打韩姐电话
msc_log_2017-07-04Tue17-50-50.840000.pcm,1499161850840.0,声音太大了稍微减小一点
msc_log_2017-07-04Tue17-50-56.106000.pcm,1499161856106.0,拨打电话
msc_log_2017-07-04Tue17-51-00.273000.pcm,1499161860273.0,拨打叉车的电话
msc_log_2017-07-04Tue17-51-04.906000.pcm,1499161864906.0,查车槽的电话
msc_log_2017-07-04Tue17-51-09.049000.pcm,1499161869049.0,取消取消
msc_log_2017-07-04Tue17-51-12.912000.pcm,1499161872912.0,重新拨打查查o1152的号码
msc_log_2017-07-04Tue17-51-18.383000.pcm,1499161878383.0,拨打电话158的号码
msc_log_2017-07-04Tue17-51-23.014000.pcm,1499161883014.0,选择尾号是3943的移动号码
msc_log_2017-07-04Tue17-51-28.430000.pcm,1499161888430.0,确认
msc_log_2017-07-04Tue17-51-31.941000.pcm,1499161891941.0,给新华保险打电话
msc_log_2017-07-04Tue17-51-36.394000.pcm,1499161896394.0,拨打四川绵阳的成都新华保险
msc_log_2017-07-04Tue17-51-42.145000.pcm,1499161902145.0,开外音
msc_log_2017-07-04Tue17-51-45.546000.pcm,1499161905546.0,打电话给刘
msc_log_2017-07-04Tue17-51-49.236000.pcm,1499161909236.0,打电信号码刘志伦的
msc_log_2017-07-04Tue17-51-54.116000.pcm,1499161914116.0,没人接挂断吧
msc_log_2017-07-04Tue17-51-59.294000.pcm,1499161919294.0,打电话给15635139369
msc_log_2017-07-04Tue17-52-05.056000.pcm,1499161925056.0,声音调到中等
msc_log_2017-07-04Tue17-52-08.943000.pcm,1499161928943.0,打开免提
msc_log_2017-07-04Tue17-52-12.699000.pcm,1499161932699.0,挂断
msc_log_2017-07-04Tue17-52-16.398000.pcm,1499161936398.0,第二号码打电话给萧剑
msc_log_2017-07-04Tue17-52-21.486000.pcm,1499161941486.0,取消发个短信给他
msc_log_2017-07-04Tue17-52-26.619000.pcm,1499161946619.0,短信内容是我快到家了
msc_log_2017-07-04Tue17-52-31.591000.pcm,1499161951591.0,发送
msc_log_2017-07-04Tue17-52-35.317000.pcm,1499161955317.0,张磊的电话号码
msc_log_2017-07-04Tue17-52-39.243000.pcm,1499161959243.0,拨打
msc_log_2017-07-04Tue17-52-42.785000.pcm,1499161962785.0,声音调到最高
msc_log_2017-07-04Tue17-52-46.742000.pcm,1499161966742.0,没人接取消吧
msc_log_2017-07-04Tue17-52-51.007000.pcm,1499161971007.0,请打电话给
msc_log_2017-07-04Tue17-52-54.701000.pcm,1499161974701.0,给老板
msc_log_2017-07-04Tue17-52-58.443000.pcm,1499161978443.0,都不是我打给家具老板
msc_log_2017-07-04Tue17-53-03.497000.pcm,1499161983497.0,对的却任拨打
msc_log_2017-07-04Tue17-53-07.713000.pcm,1499161987713.0,回电话
msc_log_2017-07-04Tue17-53-11.216000.pcm,1499161991216.0,回复刚刚没有接到的电话
msc_log_2017-07-04Tue17-53-16.476000.pcm,1499161996476.0,声音调到中等吧
msc_log_2017-07-04Tue17-53-20.384000.pcm,1499162000384.0,修车师傅的电话
msc_log_2017-07-04Tue17-53-24.322000.pcm,1499162004322.0,拨打130的那个
msc_log_2017-07-04Tue17-53-28.377000.pcm,1499162008377.0,开放免提
msc_log_2017-07-04Tue17-53-32.613000.pcm,1499162012613.0,我要打前面是15966的电话
msc_log_2017-07-04Tue17-53-38.321000.pcm,1499162018321.0,选择第一个
msc_log_2017-07-04Tue17-53-42.348000.pcm,1499162022348.0,确认拨打
msc_log_2017-07-04Tue17-53-45.932000.pcm,1499162025932.0,声音低点吧
msc_log_2017-07-04Tue17-53-49.694000.pcm,1499162029694.0,找一下电话本
msc_log_2017-07-04Tue17-53-53.870000.pcm,1499162033870.0,查找尾号是0415的号码
msc_log_2017-07-04Tue17-53-59.137000.pcm,1499162039137.0,这个号码添加到个人收藏
msc_log_2017-07-04Tue17-54-04.046000.pcm,1499162044046.0,退出电话本
msc_log_2017-07-04Tue17-54-07.699000.pcm,1499162047699.0,打个电话
msc_log_2017-07-04Tue17-54-11.201000.pcm,1499162051201.0,打朱琳的吧
msc_log_2017-07-04Tue17-54-15.145000.pcm,1499162055145.0,算了取消吧
msc_log_2017-07-04Tue17-54-18.970000.pcm,1499162058970.0,打电话给18227863674
msc_log_2017-07-04Tue17-54-25.144000.pcm,1499162065144.0,不对不对是18227863670
msc_log_2017-07-04Tue17-54-31.460000.pcm,1499162071460.0,静音
msc_log_2017-07-04Tue17-54-35.096000.pcm,1499162075096.0,不是取消静音
msc_log_2017-07-04Tue17-54-39.394000.pcm,1499162079394.0,找一个电话
msc_log_2017-07-04Tue17-54-43.057000.pcm,1499162083057.0,找老婆的号码
msc_log_2017-07-04Tue17-54-48.652000.pcm,1499162088652.0,添加为常用联系人
msc_log_2017-07-04Tue17-54-53.242000.pcm,1499162093242.0,拨打这个号码
msc_log_2017-07-04Tue17-54-56.908000.pcm,1499162096908.0,接电话
msc_log_2017-07-04Tue17-55-00.419000.pcm,1499162100419.0,声音开到最大
