strAudioPath,pcm_time(UTC ms),sr_result,套件,是否一致,一致率:91.43%,去除套件没有结果的一致率:99.61%
msc_log_2017-07-20Thu22-07-40.252000.pcm.SpeexWb.pcm,1.50E+12,找到爱奇艺登录界面,找到爱奇艺登录界面,TRUE,,
msc_log_2017-07-20Thu22-07-44.063000.pcm.SpeexWb.pcm,1.50E+12,登陆爱奇艺视频,登陆爱奇艺视频,TRUE,,
msc_log_2017-07-20Thu22-07-47.677000.pcm.SpeexWb.pcm,1.50E+12,退出当前爱奇艺账号,退出当前爱奇艺账号,TRUE,,
msc_log_2017-07-20Thu22-07-51.423000.pcm.SpeexWb.pcm,1.50E+12,关闭爱奇艺视频,关闭爱奇艺视频,TRUE,,
msc_log_2017-07-20Thu22-07-54.995000.pcm.SpeexWb.pcm,1.50E+12,搜索讯飞配音,搜索讯飞配音,TRUE,,
msc_log_2017-07-20Thu22-07-58.609000.pcm.SpeexWb.pcm,1.50E+12,帮我下载讯飞配音,帮我下载讯飞配音,TRUE,,
msc_log_2017-07-20Thu22-08-02.384000.pcm.SpeexWb.pcm,1.50E+12,我要打开讯飞配音,我要打开讯飞配音,TRUE,,
msc_log_2017-07-20Thu22-08-05.869000.pcm.SpeexWb.pcm,1.50E+12,把讯飞配音的音量调大一点,把讯飞配音的音量调大一点,TRUE,,
msc_log_2017-07-20Thu22-08-10.320000.pcm.SpeexWb.pcm,1.50E+12,关闭讯飞配音,关闭讯飞配音,TRUE,,
msc_log_2017-07-20Thu22-08-13.725000.pcm.SpeexWb.pcm,1.50E+12,我要下载企鹅FM,我要下载企鹅FM,TRUE,,
msc_log_2017-07-20Thu22-08-17.705000.pcm.SpeexWb.pcm,1.50E+12,打开企鹅FM,,FALSE,,
msc_log_2017-07-20Thu22-08-30.959000.pcm.SpeexWb.pcm,1.50E+12,调节企鹅FM皮肤的亮度,调节企鹅FM皮肤的亮度,TRUE,,
msc_log_2017-07-20Thu22-08-35.265000.pcm.SpeexWb.pcm,1.50E+12,把企鹅FM的亮度调成糊眼模式,,FALSE,,
msc_log_2017-07-20Thu22-08-49.873000.pcm.SpeexWb.pcm,1.50E+12,关闭企鹅FM,关闭企鹅FM,TRUE,,
msc_log_2017-07-20Thu22-08-53.255000.pcm.SpeexWb.pcm,1.50E+12,帮我打开凤凰FM,帮我打开凤凰FM,TRUE,,
msc_log_2017-07-20Thu22-08-57.239000.pcm.SpeexWb.pcm,1.50E+12,现在凤凰FM,现在凤凰FM,TRUE,,
msc_log_2017-07-20Thu22-09-00.871000.pcm.SpeexWb.pcm,1.50E+12,重新下载最新版本的凤凰FM,重新下载最新版本的凤凰FM,TRUE,,
msc_log_2017-07-20Thu22-09-05.384000.pcm.SpeexWb.pcm,1.50E+12,找到凤凰FM的登录界面,找到凤凰FM的登录界面,TRUE,,
msc_log_2017-07-20Thu22-09-09.587000.pcm.SpeexWb.pcm,1.50E+12,登录凤凰FM,登录凤凰FM,TRUE,,
msc_log_2017-07-20Thu22-09-13.213000.pcm.SpeexWb.pcm,1.50E+12,帮我下载搜狐视频,帮我下载搜狐视频,TRUE,,
msc_log_2017-07-20Thu22-09-16.954000.pcm.SpeexWb.pcm,1.50E+12,登录搜狐视频,登录搜狐视频,TRUE,,
msc_log_2017-07-20Thu22-09-20.531000.pcm.SpeexWb.pcm,1.50E+12,搜狐视频更新,搜狐视频更新,TRUE,,
msc_log_2017-07-20Thu22-09-24.352000.pcm.SpeexWb.pcm,1.50E+12,重新登录搜狐视频,重新登录搜狐视频,TRUE,,
msc_log_2017-07-20Thu22-09-28.219000.pcm.SpeexWb.pcm,1.50E+12,退出当前搜狐视频会员账号,退出当前搜狐视频会员账号,TRUE,,
msc_log_2017-07-20Thu22-09-32.639000.pcm.SpeexWb.pcm,1.50E+12,我想下载影视大全,我想下载影视大全,TRUE,,
msc_log_2017-07-20Thu22-09-36.140000.pcm.SpeexWb.pcm,1.50E+12,帮我打开影视大全,帮我打开影视大全,TRUE,,
msc_log_2017-07-20Thu22-09-39.686000.pcm.SpeexWb.pcm,1.50E+12,调高影视大全的音量,调高影视大全的音量,TRUE,,
msc_log_2017-07-20Thu22-09-43.320000.pcm.SpeexWb.pcm,1.50E+12,关闭影视大全,关闭影视大全,TRUE,,
msc_log_2017-07-20Thu22-09-46.673000.pcm.SpeexWb.pcm,1.50E+12,换个搜狐视频,换个搜狐视频,TRUE,,
msc_log_2017-07-20Thu22-09-50.018000.pcm.SpeexWb.pcm,1.50E+12,中心大街的乐视视频版本,中心大街的乐视视频版本,TRUE,,
msc_log_2017-07-20Thu22-09-54.226000.pcm.SpeexWb.pcm,1.50E+12,找到了是视频的登录页面,,FALSE,,
msc_log_2017-07-20Thu22-10-08.389000.pcm.SpeexWb.pcm,1.50E+12,登录乐视视频,登录乐视视频,TRUE,,
msc_log_2017-07-20Thu22-10-11.870000.pcm.SpeexWb.pcm,1.50E+12,退出当前登录账号,,FALSE,,
msc_log_2017-07-20Thu22-10-25.213000.pcm.SpeexWb.pcm,1.50E+12,关闭乐视视频,关闭乐视视频,TRUE,,
msc_log_2017-07-20Thu22-10-28.605000.pcm.SpeexWb.pcm,1.50E+12,帮我下载头条视频,帮我下载头条视频,TRUE,,
msc_log_2017-07-20Thu22-10-32.219000.pcm.SpeexWb.pcm,1.50E+12,更新头条视频,更新头条视频,TRUE,,
msc_log_2017-07-20Thu22-10-35.845000.pcm.SpeexWb.pcm,1.50E+12,登陆头条视频,登陆头条视频,TRUE,,
msc_log_2017-07-20Thu22-10-39.318000.pcm.SpeexWb.pcm,1.50E+12,退出当前头条账号,退出当前头条账号,TRUE,,
msc_log_2017-07-20Thu22-10-43.035000.pcm.SpeexWb.pcm,1.50E+12,关闭头条视频,关闭头条视频,TRUE,,
msc_log_2017-07-20Thu22-10-46.447000.pcm.SpeexWb.pcm,1.50E+12,打开爱音乐,打开爱音乐,TRUE,,
msc_log_2017-07-20Thu22-10-49.696000.pcm.SpeexWb.pcm,1.50E+12,卸载爱音乐,卸载爱音乐,TRUE,,
msc_log_2017-07-20Thu22-10-52.860000.pcm.SpeexWb.pcm,1.50E+12,重新下载新版本的爱音乐,重新下载新版本的爱音乐,TRUE,,
msc_log_2017-07-20Thu22-10-57.133000.pcm.SpeexWb.pcm,1.50E+12,找找爱音乐的音量,找找爱音乐的音量,TRUE,,
msc_log_2017-07-20Thu22-11-00.604000.pcm.SpeexWb.pcm,1.50E+12,关闭爱音乐,关闭爱音乐,TRUE,,
msc_log_2017-07-20Thu22-11-03.525000.pcm.SpeexWb.pcm,1.50E+12,搜索音乐台,搜索音乐台,TRUE,,
msc_log_2017-07-20Thu22-11-07.082000.pcm.SpeexWb.pcm,1.50E+12,安装最新版本的音乐台,安装最新版本的音乐台,TRUE,,
msc_log_2017-07-20Thu22-11-10.672000.pcm.SpeexWb.pcm,1.50E+12,音乐台打开,音乐台打开,TRUE,,
msc_log_2017-07-20Thu22-11-13.848000.pcm.SpeexWb.pcm,1.50E+12,把音乐台的音量调到最高,把音乐台的音量调到最高,TRUE,,
msc_log_2017-07-20Thu22-11-17.885000.pcm.SpeexWb.pcm,1.50E+12,退出音乐台,退出音乐台,TRUE,,
msc_log_2017-07-20Thu22-11-21.157000.pcm.SpeexWb.pcm,1.50E+12,FM103.75,FM103.75,TRUE,,
msc_log_2017-07-20Thu22-11-25.091000.pcm.SpeexWb.pcm,1.50E+12,声音大一点,声音大一点,TRUE,,
msc_log_2017-07-20Thu22-11-28.120000.pcm.SpeexWb.pcm,1.50E+12,不听啦关闭广播,不听啦关闭广播,TRUE,,
msc_log_2017-07-20Thu22-11-31.395000.pcm.SpeexWb.pcm,1.50E+12,我要听广播,我要听广播,TRUE,,
msc_log_2017-07-20Thu22-11-34.413000.pcm.SpeexWb.pcm,1.50E+12,就听合肥交通广播吧,就听合肥交通广播吧,TRUE,,
msc_log_2017-07-20Thu22-11-38.223000.pcm.SpeexWb.pcm,1.50E+12,暂停,,FALSE,,
msc_log_2017-07-20Thu22-11-50.624000.pcm.SpeexWb.pcm,1.50E+12,打开电台,打开电台,TRUE,,
msc_log_2017-07-20Thu22-11-53.605000.pcm.SpeexWb.pcm,1.50E+12,不要这个电台换一个,不要这个电台换一个,TRUE,,
msc_log_2017-07-20Thu22-11-57.158000.pcm.SpeexWb.pcm,1.50E+12,声音加到最大,声音加到最大,TRUE,,
msc_log_2017-07-20Thu22-12-00.216000.pcm.SpeexWb.pcm,1.50E+12,搜索电台,搜索电台,TRUE,,
msc_log_2017-07-20Thu22-12-03.509000.pcm.SpeexWb.pcm,1.50E+12,选择新闻电台,选择新闻电台,TRUE,,
msc_log_2017-07-20Thu22-12-06.808000.pcm.SpeexWb.pcm,1.50E+12,开始播放,开始播放,TRUE,,
msc_log_2017-07-20Thu22-12-09.765000.pcm.SpeexWb.pcm,1.50E+12,电台八九.9,电台八九.9,TRUE,,
msc_log_2017-07-20Thu22-12-13.101000.pcm.SpeexWb.pcm,1.50E+12,不听这个换一个,不听这个换一个,TRUE,,
msc_log_2017-07-20Thu22-12-16.606000.pcm.SpeexWb.pcm,1.50E+12,好的播放,好的播放,TRUE,,
msc_log_2017-07-20Thu22-12-19.594000.pcm.SpeexWb.pcm,1.50E+12,我要到滁州电台,我要到滁州电台,TRUE,,
msc_log_2017-07-20Thu22-12-23.258000.pcm.SpeexWb.pcm,1.50E+12,不是说错了是安徽电台,不是说错了是安徽电台,TRUE,,
msc_log_2017-07-20Thu22-12-27.266000.pcm.SpeexWb.pcm,1.50E+12,就安徽经济广播吧,就安徽经济广播吧,TRUE,,
msc_log_2017-07-20Thu22-12-30.589000.pcm.SpeexWb.pcm,1.50E+12,播放,播放,TRUE,,
msc_log_2017-07-20Thu22-12-33.361000.pcm.SpeexWb.pcm,1.50E+12,我想听新闻广播,我想听新闻广播,TRUE,,
msc_log_2017-07-20Thu22-12-36.737000.pcm.SpeexWb.pcm,1.50E+12,选择济南的新闻广播,选择济南的新闻广播,TRUE,,
msc_log_2017-07-20Thu22-12-40.316000.pcm.SpeexWb.pcm,1.50E+12,播放,,FALSE,,
msc_log_2017-07-20Thu22-12-52.839000.pcm.SpeexWb.pcm,1.50E+12,收藏get a,收藏该台,FALSE,,
msc_log_2017-07-20Thu22-12-55.849000.pcm.SpeexWb.pcm,1.50E+12,播放FM89.9,播放FM89.9,TRUE,,
msc_log_2017-07-20Thu22-12-59.707000.pcm.SpeexWb.pcm,1.50E+12,换下一台,换下一台,TRUE,,
msc_log_2017-07-20Thu22-13-02.772000.pcm.SpeexWb.pcm,1.50E+12,音量设置为中等音量,音量设置为中等音量,TRUE,,
msc_log_2017-07-20Thu22-13-06.664000.pcm.SpeexWb.pcm,1.50E+12,打开交通广播,打开交通广播,TRUE,,
msc_log_2017-07-20Thu22-13-09.946000.pcm.SpeexWb.pcm,1.50E+12,现在播放的是谁主持的节目,现在播放的是谁主持的节目,TRUE,,
msc_log_2017-07-20Thu22-13-14.250000.pcm.SpeexWb.pcm,1.50E+12,将此频道到我的收藏夹,,FALSE,,
msc_log_2017-07-20Thu22-13-28.385000.pcm.SpeexWb.pcm,1.50E+12,关闭收音机,关闭收音机,TRUE,,
msc_log_2017-07-20Thu22-13-31.515000.pcm.SpeexWb.pcm,1.50E+12,播放FM101.7,,FALSE,,
msc_log_2017-07-20Thu22-13-45.595000.pcm.SpeexWb.pcm,1.50E+12,返回上一台,返回上一台,TRUE,,
msc_log_2017-07-20Thu22-13-48.719000.pcm.SpeexWb.pcm,1.50E+12,正在播放的是什么音乐,正在播放的是什么音乐,TRUE,,
msc_log_2017-07-20Thu22-13-52.790000.pcm.SpeexWb.pcm,1.50E+12,收藏,,FALSE,,
msc_log_2017-07-20Thu22-14-05.439000.pcm.SpeexWb.pcm,1.50E+12,我要听河南省交通广播,我要听河南省交通广播,TRUE,,
msc_log_2017-07-20Thu22-14-09.487000.pcm.SpeexWb.pcm,1.50E+12,不是河南交通广播是河南音乐广播,,FALSE,,
msc_log_2017-07-20Thu22-14-23.971000.pcm.SpeexWb.pcm,1.50E+12,广播里的歌是谁唱的,广播里的歌是谁唱的,TRUE,,
msc_log_2017-07-20Thu22-14-27.604000.pcm.SpeexWb.pcm,1.50E+12,保存这个频道,保存这个频道,TRUE,,
msc_log_2017-07-20Thu22-14-30.843000.pcm.SpeexWb.pcm,1.50E+12,我想听广播剧9.6,我想听广播剧9.6,TRUE,,
msc_log_2017-07-20Thu22-14-34.900000.pcm.SpeexWb.pcm,1.50E+12,九九.6换成九九.8,九九.6换成九九.8,TRUE,,
msc_log_2017-07-20Thu22-14-38.849000.pcm.SpeexWb.pcm,1.50E+12,音量开到最大,音量开到最大,TRUE,,
msc_log_2017-07-20Thu22-14-42.043000.pcm.SpeexWb.pcm,1.50E+12,搜索广播,搜索广播,TRUE,,
msc_log_2017-07-20Thu22-14-44.985000.pcm.SpeexWb.pcm,1.50E+12,取消搜索,取消搜索,TRUE,,
msc_log_2017-07-20Thu22-14-47.953000.pcm.SpeexWb.pcm,1.50E+12,重新搜索包头电台,重新搜索包头电台,TRUE,,
msc_log_2017-07-20Thu22-14-52.000000.pcm.SpeexWb.pcm,1.50E+12,开始播放吧,开始播放吧,TRUE,,
msc_log_2017-07-20Thu22-14-55.157000.pcm.SpeexWb.pcm,1.50E+12,收听六安广播,收听六安广播,TRUE,,
msc_log_2017-07-20Thu22-14-58.635000.pcm.SpeexWb.pcm,1.50E+12,换个节目,换个节目,TRUE,,
msc_log_2017-07-20Thu22-15-01.491000.pcm.SpeexWb.pcm,1.50E+12,暂停播放,暂停播放,TRUE,,
msc_log_2017-07-20Thu22-15-04.520000.pcm.SpeexWb.pcm,1.50E+12,关闭收音机,关闭收音机,TRUE,,
msc_log_2017-07-20Thu22-15-07.593000.pcm.SpeexWb.pcm,1.50E+12,我想听娱乐广播,我想听娱乐广播,TRUE,,
msc_log_2017-07-20Thu22-15-11.246000.pcm.SpeexWb.pcm,1.50E+12,选择收听率最高的节目,选择收听率最高的节目,TRUE,,
msc_log_2017-07-20Thu22-15-15.492000.pcm.SpeexWb.pcm,1.50E+12,开始播放,开始播放,TRUE,,
msc_log_2017-07-20Thu22-15-18.539000.pcm.SpeexWb.pcm,1.50E+12,请播放FM101.7,请播放FM101.7,TRUE,,
msc_log_2017-07-20Thu22-15-22.848000.pcm.SpeexWb.pcm,1.50E+12,这是什么电台,这是什么电台,TRUE,,
msc_log_2017-07-20Thu22-15-26.323000.pcm.SpeexWb.pcm,1.50E+12,谁主持的FM101,谁主持的FM101,TRUE,,
msc_log_2017-07-20Thu22-15-30.330000.pcm.SpeexWb.pcm,1.50E+12,保存该电台,保存该电台,TRUE,,
msc_log_2017-07-20Thu22-15-33.664000.pcm.SpeexWb.pcm,1.50E+12,请为我播放新闻,请为我播放新闻,TRUE,,
msc_log_2017-07-20Thu22-15-38.328000.pcm.SpeexWb.pcm,1.50E+12,换一个安徽省合肥市的新闻,换一个安徽省合肥市的新闻,TRUE,,
msc_log_2017-07-20Thu22-15-43.501000.pcm.SpeexWb.pcm,1.50E+12,声音小一点,声音小一点,TRUE,,
msc_log_2017-07-20Thu22-15-46.591000.pcm.SpeexWb.pcm,1.50E+12,开始收听,开始收听,TRUE,,
msc_log_2017-07-20Thu22-15-49.623000.pcm.SpeexWb.pcm,1.50E+12,亚冠新闻,亚冠新闻,TRUE,,
msc_log_2017-07-20Thu22-15-53.916000.pcm.SpeexWb.pcm,1.50E+12,收听最新亚冠消息,收听最新亚冠消息,TRUE,,
msc_log_2017-07-20Thu22-15-57.702000.pcm.SpeexWb.pcm,1.50E+12,屏幕调亮一点,屏幕调亮一点,TRUE,,
msc_log_2017-07-20Thu22-16-01.021000.pcm.SpeexWb.pcm,1.50E+12,暂停一下,暂停一下,TRUE,,
msc_log_2017-07-20Thu22-16-03.935000.pcm.SpeexWb.pcm,1.50E+12,最新新闻,最新新闻,TRUE,,
msc_log_2017-07-20Thu22-16-07.946000.pcm.SpeexWb.pcm,1.50E+12,选择娱乐类的最新新闻,选择娱乐类的最新新闻,TRUE,,
msc_log_2017-07-20Thu22-16-12.079000.pcm.SpeexWb.pcm,1.50E+12,这条新闻重播一遍,这条新闻重播一遍,TRUE,,
msc_log_2017-07-20Thu22-16-15.731000.pcm.SpeexWb.pcm,1.50E+12,是谁发布的这条新闻,是谁发布的这条新闻,TRUE,,
msc_log_2017-07-20Thu22-16-19.447000.pcm.SpeexWb.pcm,1.50E+12,帮我换一个明星娱乐圈里面的热门新闻,帮我换一个明星娱乐圈里面的热门新闻,TRUE,,
msc_log_2017-07-20Thu22-16-24.491000.pcm.SpeexWb.pcm,1.50E+12,最近两天发生的哦,最近两天发生的哦,TRUE,,
msc_log_2017-07-20Thu22-16-28.131000.pcm.SpeexWb.pcm,1.50E+12,暂停播放,暂停播放,TRUE,,
msc_log_2017-07-20Thu22-16-31.071000.pcm.SpeexWb.pcm,1.50E+12,播放关于秦昊的新闻,播放关于秦昊的新闻,TRUE,,
msc_log_2017-07-20Thu22-16-35.994000.pcm.SpeexWb.pcm,1.50E+12,足球新闻,足球新闻,TRUE,,
msc_log_2017-07-20Thu22-16-39.038000.pcm.SpeexWb.pcm,1.50E+12,偶不是是科技新闻,偶不是是科技新闻,TRUE,,
msc_log_2017-07-20Thu22-16-43.080000.pcm.SpeexWb.pcm,1.50E+12,音量调到二十,,FALSE,,
msc_log_2017-07-20Thu22-16-56.097000.pcm.SpeexWb.pcm,1.50E+12,播放,,FALSE,,
msc_log_2017-07-20Thu22-17-08.522000.pcm.SpeexWb.pcm,1.50E+12,打开视频,打开视频,TRUE,,
msc_log_2017-07-20Thu22-17-11.602000.pcm.SpeexWb.pcm,1.50E+12,播放多啦,播放多啦,TRUE,,
msc_log_2017-07-20Thu22-17-14.579000.pcm.SpeexWb.pcm,1.50E+12,快进到十分钟处播放,快进到十分钟处播放,TRUE,,
msc_log_2017-07-20Thu22-17-18.863000.pcm.SpeexWb.pcm,1.50E+12,现在听一下,现在听一下,TRUE,,
msc_log_2017-07-20Thu22-17-21.968000.pcm.SpeexWb.pcm,1.50E+12,播放视频宠爱,播放视频宠爱,TRUE,,
msc_log_2017-07-20Thu22-17-25.114000.pcm.SpeexWb.pcm,1.50E+12,选择高清画面,选择高清画面,TRUE,,
msc_log_2017-07-20Thu22-17-28.373000.pcm.SpeexWb.pcm,1.50E+12,声音调到十五,声音调到十五,TRUE,,
msc_log_2017-07-20Thu22-17-31.373000.pcm.SpeexWb.pcm,1.50E+12,开始播放,开始播放,TRUE,,
msc_log_2017-07-20Thu22-17-34.111000.pcm.SpeexWb.pcm,1.50E+12,搜索视频,搜索视频,TRUE,,
msc_log_2017-07-20Thu22-17-37.165000.pcm.SpeexWb.pcm,1.50E+12,视频快进,视频快进,TRUE,,
msc_log_2017-07-20Thu22-17-40.028000.pcm.SpeexWb.pcm,1.50E+12,暂停一下,暂停一下,TRUE,,
msc_log_2017-07-20Thu22-17-43.090000.pcm.SpeexWb.pcm,1.50E+12,字幕选择双语播放,字幕选择双语播放,TRUE,,
msc_log_2017-07-20Thu22-17-46.713000.pcm.SpeexWb.pcm,1.50E+12,音量增加,音量增加,TRUE,,
msc_log_2017-07-20Thu22-17-49.712000.pcm.SpeexWb.pcm,1.50E+12,把当前页面关了我要听歌,把当前页面关了我要听歌,TRUE,,
msc_log_2017-07-20Thu22-17-53.777000.pcm.SpeexWb.pcm,1.50E+12,再见,,FALSE,,
msc_log_2017-07-20Thu22-18-06.215000.pcm.SpeexWb.pcm,1.50E+12,等一下先不退出,等一下先不退出,TRUE,,
msc_log_2017-07-20Thu22-18-09.958000.pcm.SpeexWb.pcm,1.50E+12,退出吧,退出吧,TRUE,,
msc_log_2017-07-20Thu22-18-12.784000.pcm.SpeexWb.pcm,1.50E+12,返回主页,返回主页,TRUE,,
msc_log_2017-07-20Thu22-18-15.606000.pcm.SpeexWb.pcm,1.50E+12,打开视频,打开视频,TRUE,,
msc_log_2017-07-20Thu22-18-18.531000.pcm.SpeexWb.pcm,1.50E+12,视频清晰度调为标清,,FALSE,,
msc_log_2017-07-20Thu22-18-32.397000.pcm.SpeexWb.pcm,1.50E+12,可以播放了,可以播放了,TRUE,,
msc_log_2017-07-20Thu22-18-35.427000.pcm.SpeexWb.pcm,1.50E+12,我要加大10%的音量,我要加大10%的音量,TRUE,,
msc_log_2017-07-20Thu22-18-39.428000.pcm.SpeexWb.pcm,1.50E+12,百分之时声音太大了还是加大到5%吧,百分之时声音太大了还是加大到5%吧,TRUE,,
msc_log_2017-07-20Thu22-18-44.572000.pcm.SpeexWb.pcm,1.50E+12,可以啦继续播放吧,可以啦继续播放吧,TRUE,,
msc_log_2017-07-20Thu22-18-47.871000.pcm.SpeexWb.pcm,1.50E+12,亮度自动,亮度自动,TRUE,,
msc_log_2017-07-20Thu22-18-51.072000.pcm.SpeexWb.pcm,1.50E+12,有点暗了亮度在家练,,FALSE,,
msc_log_2017-07-20Thu22-19-04.836000.pcm.SpeexWb.pcm,1.50E+12,再加4%,再加4%,TRUE,,
msc_log_2017-07-20Thu22-19-07.914000.pcm.SpeexWb.pcm,1.50E+12,我想返回界面,我想返回界面,TRUE,,
msc_log_2017-07-20Thu22-19-11.187000.pcm.SpeexWb.pcm,1.50E+12,界面亮度调高,界面亮度调高,TRUE,,
msc_log_2017-07-20Thu22-19-14.536000.pcm.SpeexWb.pcm,1.50E+12,还是来首歌吧,还是来首歌吧,TRUE,,
msc_log_2017-07-20Thu22-19-17.905000.pcm.SpeexWb.pcm,1.50E+12,周杰伦的开始播放,周杰伦的开始播放,TRUE,,
msc_log_2017-07-20Thu22-19-22.582000.pcm.SpeexWb.pcm,1.50E+12,退出退出,退出退出,TRUE,,
msc_log_2017-07-20Thu22-19-25.313000.pcm.SpeexWb.pcm,1.50E+12,关闭设备,关闭设备,TRUE,,
msc_log_2017-07-20Thu22-19-28.123000.pcm.SpeexWb.pcm,1.50E+12,帮我关闭空调,帮我关闭空调,TRUE,,
msc_log_2017-07-20Thu22-19-31.275000.pcm.SpeexWb.pcm,1.50E+12,关闭后打开天窗,关闭后打开天窗,TRUE,,
msc_log_2017-07-20Thu22-19-34.579000.pcm.SpeexWb.pcm,1.50E+12,好的退出,好的退出,TRUE,,
msc_log_2017-07-20Thu22-19-37.633000.pcm.SpeexWb.pcm,1.50E+12,调高点温度,调高点温度,TRUE,,
msc_log_2017-07-20Thu22-19-40.734000.pcm.SpeexWb.pcm,1.50E+12,有点高了将近两路,有点高了将近两路,TRUE,,
msc_log_2017-07-20Thu22-19-44.112000.pcm.SpeexWb.pcm,1.50E+12,把空调的风向设置为左右方向扫风,,FALSE,,
msc_log_2017-07-20Thu22-19-58.249000.pcm.SpeexWb.pcm,1.50E+12,开启空调,开启空调,TRUE,,
msc_log_2017-07-20Thu22-20-01.180000.pcm.SpeexWb.pcm,1.50E+12,风速设置为三档,风速设置为三档,TRUE,,
msc_log_2017-07-20Thu22-20-04.329000.pcm.SpeexWb.pcm,1.50E+12,主驾驶座椅加热到朗朗,主驾驶座椅加热到朗朗,TRUE,,
msc_log_2017-07-20Thu22-20-07.999000.pcm.SpeexWb.pcm,1.50E+12,确定设置,确定设置,TRUE,,
msc_log_2017-07-20Thu22-20-10.831000.pcm.SpeexWb.pcm,1.50E+12,打开车窗,打开车窗,TRUE,,
msc_log_2017-07-20Thu22-20-13.728000.pcm.SpeexWb.pcm,1.50E+12,我不是关闭远光灯,我不是关闭远光灯,TRUE,,
msc_log_2017-07-20Thu22-20-17.258000.pcm.SpeexWb.pcm,1.50E+12,我要定一个闹钟,我要定一个闹钟,TRUE,,
msc_log_2017-07-20Thu22-20-20.354000.pcm.SpeexWb.pcm,1.50E+12,那种体验时间是明天上午9点,那种体验时间是明天上午9点,TRUE,,
msc_log_2017-07-20Thu22-20-24.383000.pcm.SpeexWb.pcm,1.50E+12,内容是给妈妈打电话,内容是给妈妈打电话,TRUE,,
msc_log_2017-07-20Thu22-20-27.789000.pcm.SpeexWb.pcm,1.50E+12,确认,,FALSE,,
msc_log_2017-07-20Thu22-20-40.225000.pcm.SpeexWb.pcm,1.50E+12,提醒,提醒,TRUE,,
msc_log_2017-07-20Thu22-20-43.094000.pcm.SpeexWb.pcm,1.50E+12,删除昨天设的提醒,删除昨天设的提醒,TRUE,,
msc_log_2017-07-20Thu22-20-46.571000.pcm.SpeexWb.pcm,1.50E+12,重新设置今天晚上9点聚餐的提醒,重新设置今天晚上9点聚餐的提醒,TRUE,,
msc_log_2017-07-20Thu22-20-51.781000.pcm.SpeexWb.pcm,1.50E+12,确认,,FALSE,,
msc_log_2017-07-20Thu22-21-04.242000.pcm.SpeexWb.pcm,1.50E+12,我要发微信,我要发微信,TRUE,,
msc_log_2017-07-20Thu22-21-07.718000.pcm.SpeexWb.pcm,1.50E+12,发送我的定位,,FALSE,,
msc_log_2017-07-20Thu22-21-21.095000.pcm.SpeexWb.pcm,1.50E+12,撤回撤回,撤回撤回,TRUE,,
msc_log_2017-07-20Thu22-21-24.356000.pcm.SpeexWb.pcm,1.50E+12,发送共享实时位置,发送共享实时位置,TRUE,,
msc_log_2017-07-20Thu22-21-28.412000.pcm.SpeexWb.pcm,1.50E+12,微信,,FALSE,,
msc_log_2017-07-20Thu22-21-40.941000.pcm.SpeexWb.pcm,1.50E+12,打开人数最多的那个微信群,打开人数最多的那个微信群,TRUE,,
msc_log_2017-07-20Thu22-21-45.086000.pcm.SpeexWb.pcm,1.50E+12,发送文字信息你们在干嘛,,FALSE,,
msc_log_2017-07-20Thu22-21-58.689000.pcm.SpeexWb.pcm,1.50E+12,确认,,FALSE,,
msc_log_2017-07-20Thu22-22-11.063000.pcm.SpeexWb.pcm,1.50E+12,打开微信,打开微信,TRUE,,
msc_log_2017-07-20Thu22-22-14.119000.pcm.SpeexWb.pcm,1.50E+12,查看未读消息,,FALSE,,
msc_log_2017-07-20Thu22-22-27.267000.pcm.SpeexWb.pcm,1.50E+12,语音转化为文字,语音转化为文字,TRUE,,
msc_log_2017-07-20Thu22-22-30.759000.pcm.SpeexWb.pcm,1.50E+12,退出微信,退出微信,TRUE,,
msc_log_2017-07-20Thu22-22-33.820000.pcm.SpeexWb.pcm,1.50E+12,你妈妈来看看我给妈妈发个微信,你妈妈来看看我给妈妈发个微信,TRUE,,
msc_log_2017-07-20Thu22-22-38.819000.pcm.SpeexWb.pcm,1.50E+12,内容是妈妈母亲节快乐,内容是妈妈母亲节快乐,TRUE,,
msc_log_2017-07-20Thu22-22-42.773000.pcm.SpeexWb.pcm,1.50E+12,把妈妈设置为星标朋友,,FALSE,,
msc_log_2017-07-20Thu22-22-56.589000.pcm.SpeexWb.pcm,1.50E+12,退出,退出,TRUE,,
msc_log_2017-07-20Thu22-22-59.789000.pcm.SpeexWb.pcm,1.50E+12,上海到北京航班,上海到北京航班,TRUE,,
msc_log_2017-07-20Thu22-23-03.207000.pcm.SpeexWb.pcm,1.50E+12,选择明天出发的国航,选择明天出发的国航,TRUE,,
msc_log_2017-07-20Thu22-23-07.020000.pcm.SpeexWb.pcm,1.50E+12,查看商务舱余票,查看商务舱余票,TRUE,,
msc_log_2017-07-20Thu22-23-10.671000.pcm.SpeexWb.pcm,1.50E+12,那就订两张船票吧,那就订两张船票吧,TRUE,,
msc_log_2017-07-20Thu22-23-14.000000.pcm.SpeexWb.pcm,1.50E+12,确定,,FALSE,,
msc_log_2017-07-20Thu22-23-26.436000.pcm.SpeexWb.pcm,1.50E+12,今天到香港的航班,今天到香港的航班,TRUE,,
msc_log_2017-07-20Thu22-23-29.788000.pcm.SpeexWb.pcm,1.50E+12,从合肥出发的有没有,,FALSE,,
msc_log_2017-07-20Thu22-23-42.919000.pcm.SpeexWb.pcm,1.50E+12,查看价格最低的,查看价格最低的,TRUE,,
