audio_path,audioTag,ResultOrgText,ResultCompareText,ResultOrgLabel,ResultCompareLabel,IsEqual?(%) 1106/2567=43.09%
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0267-04.pcm,1135,后台运行手机蓝牙,后台运行手机蓝牙,后台运行手机蓝牙,后台运行手机蓝牙,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0267-05.pcm,1136,,,关闭手机蓝牙,关闭手机蓝牙,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0268-01.pcm,1137,我要下载应用宝,我要下载应用宝,我要下载应用宝,我要下载应用宝,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0268-02.pcm,1138,帮我打开应用宝,帮我打开应用宝,帮我打开应用宝,帮我打开应用宝,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0268-03.pcm,1139,,,卸载应用宝,卸载应用宝,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0268-04.pcm,1140,,,关闭后台应用宝,关闭后台应用宝,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0269-01.pcm,1141,帮我下载百度导航,帮我下载百度导航,帮我下载百度导航,帮我下载百度导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0269-02.pcm,1142,,,我要打开百度导航,我要打开百度导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0269-03.pcm,1143,,,进入百度导航,进入百度导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0269-04.pcm,1144,退出百度导航,退出百度导航,退出百度导航,退出百度导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0270-01.pcm,1145,我要下载QQ浏览器,我要下载qq浏览器,我要下载QQ浏览器,我要下载qq浏览器,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0270-02.pcm,1146,打开QQ浏览器,打开qq浏览器,打开QQ浏览器,打开qq浏览器,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0270-03.pcm,1147,,,换个UC浏览器,换个uc浏览器,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0270-04.pcm,1148,,,关闭QQ浏览器,关闭qq浏览器,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0271-01.pcm,1149,酷我音乐打开,酷我音乐打开,酷我音乐打开,酷我音乐打开,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0271-02.pcm,1150,更新酷我音乐,更新酷我音乐,更新酷我音乐,更新酷我音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0271-03.pcm,1151,,,调大酷我音乐的音量,调大酷我音乐的音量,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0271-04.pcm,1152,调低酷我音乐屏幕亮度,调低酷我音乐屏幕亮度,调低酷我音乐屏幕亮度,调低酷我音乐屏幕亮度,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0271-05.pcm,1153,,,关闭后台的酷我音乐,关闭后台的酷我音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0272-01.pcm,1154,搜索百度视频,搜索百度视频,搜索百度视频,搜索百度视频,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0272-02.pcm,1155,下载百度视频,下载百度视频,下载百度视频,下载百度视频,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0272-03.pcm,1156,打开百度视频,打开百度视频,打开百度视频,打开百度视频,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0272-04.pcm,1157,调低百度视频的亮度,调低百度视频的亮度,调低百度视频的亮度,调低百度视频的亮度,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0272-05.pcm,1158,,,退出百度视频,退出百度视频,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0273-01.pcm,1159,电子狗下载,电子狗下载,电子狗下载,电子狗下载,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0273-02.pcm,1160,把电子狗更新到最新版本,把电子狗更新到最新版本,把电子狗更新到最新版本,把电子狗更新到最新版本,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0273-03.pcm,1161,,,打开电子狗,打开电子狗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0273-04.pcm,1162,,,找到电子狗的灵敏度调节,找到电子狗的灵敏度调节,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0273-05.pcm,1163,,,调节电子狗的皮肤亮度,调节电子狗的皮肤亮度,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0274-01.pcm,1164,下载一个搜狗输入法,下载一个搜狗输入法,下载一个搜狗输入法,下载一个搜狗输入法,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0274-02.pcm,1165,,,卸载搜狗输入法,卸载搜狗输入法,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0274-03.pcm,1166,,,换个讯飞输入法,换个讯飞输入法,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0274-04.pcm,1167,安装讯飞输入法,安装讯飞输入法,安装讯飞输入法,安装讯飞输入法,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0274-05.pcm,1168,,,设置讯飞输入法为默认输入法,设置讯飞输入法为默认输入法,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0275-01.pcm,1169,,,打开收音机,打开收音机,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0275-02.pcm,1170,把收音机的音量调大一点,把收音机的音量调大一点,把收音机的音量调大一点,把收音机的音量调大一点,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0275-03.pcm,1171,关闭收音机,关闭收音机,关闭收音机,关闭收音机,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0275-04.pcm,1172,,,重新打开收音机,重新打开收音机,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0275-05.pcm,1173,,,换个收音机锁屏主题,换个收音机锁屏主题,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0276-01.pcm,1174,搜索汽车之家,搜索汽车之家,搜索汽车之家,搜索汽车之家,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0276-02.pcm,1175,,,打开汽车之家,打开汽车之家,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0276-03.pcm,1176,,,把汽车之家更新至最新版本,把汽车之家更新至最新版本,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0276-04.pcm,1177,更换汽车之家的皮肤颜色,更换汽车之家的皮肤颜色,更换汽车之家的皮肤颜色,更换汽车之家的皮肤颜色,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0276-05.pcm,1178,,,退出汽车之家,退出汽车之家,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0277-01.pcm,1179,导航犬下载,导航犬下载,导航犬下载,导航犬下载,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0277-02.pcm,1180,打开导航犬,打开导航犬,打开导航犬,打开导航犬,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0277-03.pcm,1181,把导航犬的音量调高一点,把导航犬的音量调高一点,把导航犬的音量调高一点,把导航犬的音量调高一点,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0277-04.pcm,1182,搜索导航犬的灵敏度调节,搜索导航犬的灵敏度调节,搜索导航犬的灵敏度调节,搜索导航犬的灵敏度调节,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0277-05.pcm,1183,,,关闭导航犬,关闭导航犬,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0278-01.pcm,1184,安装最新版本的高德导航,安装最新版本的高德导航,安装最新版本的高德导航,安装最新版本的高德导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0278-02.pcm,1185,,,打开高德导航,打开高德导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0278-03.pcm,1186,,,调高高德导航的音量,调高高德导航的音量,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0278-04.pcm,1187,换个百度导航,换个百度导航,换个百度导航,换个百度导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0278-05.pcm,1188,,,退出高德导航,退出高德导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0279-01.pcm,1189,,,帮我下载e洗车,帮我下载e洗车,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0279-02.pcm,1190,一洗车打开,一洗车打开,e洗车打开,e洗车打开,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0279-03.pcm,1191,,,卸载e洗车,卸载e洗车,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0279-04.pcm,1192,,,换个养车点点,换个养车点点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0279-05.pcm,1193,,,我要下载养车点点,我要下载养车点点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0280-01.pcm,1194,我想下载路况通,我想下载路况通,我想下载路况通,我想下载路况通,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0280-02.pcm,1195,,,路况通更新,路况通更新,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0280-03.pcm,1196,,,打开路况通的语音播报,打开路况通的语音播报,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0280-04.pcm,1197,调高路况中的语音音量,调高路况中的语音音量,调高路况通的语音音量,调高路况通的语音音量,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0280-05.pcm,1198,,,关闭后台运行的路况通,关闭后台运行的路况通,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0281-01.pcm,1199,,,搜索油耗通,搜索油耗通,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0281-02.pcm,1200,油耗铜价仔,油耗铜价仔,油耗通下载,油耗通下载,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0281-03.pcm,1201,,,登录油耗通,登录油耗通,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0281-04.pcm,1202,,,油耗通更新,油耗通更新,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0281-05.pcm,1203,,,关闭油耗通,关闭油耗通,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0282-01.pcm,1204,搜索小熊油耗,搜索小熊油耗,搜索小熊油耗,搜索小熊油耗,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0282-02.pcm,1205,小熊油耗下载,小熊油耗下载,小熊油耗下载,小熊油耗下载,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0282-03.pcm,1206,,,安装小熊油耗,安装小熊油耗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0282-04.pcm,1207,打开小熊油耗,打开小熊油耗,打开小熊油耗,打开小熊油耗,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0283-01.pcm,1208,更新路况电台,更新路况电台,更新路况电台,更新路况电台,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0283-02.pcm,1209,,,打开路况电台语音播报,打开路况电台语音播报,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0283-03.pcm,1210,,,调高路况电台的语音音量,调高路况电台的语音音量,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0283-04.pcm,1211,,,卸载路况电台,卸载路况电台,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0283-05.pcm,1212,,,换个路况通,换个路况通,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0284-01.pcm,1213,帮我下载车电影,帮我下载车电影,帮我下载车点点,帮我下载车点点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0284-02.pcm,1214,安装最新版本的车点点,安装最新版本的车点点,安装最新版本的车点点,安装最新版本的车点点,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0284-03.pcm,1215,车点点打开,车点点打开,车点点打开,车点点打开,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0284-04.pcm,1216,,,退出车点点,退出车点点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-01.pcm,1217,换个一洗车,换个一洗车,换个e洗车,换个e洗车,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-02.pcm,1218,,,搜索车轮查违章,搜索车轮查违章,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-03.pcm,1219,,,下载最新版本的车轮查违章,下载最新版本的车轮查违章,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-04.pcm,1220,,,打开车轮查违章,打开车轮查违章,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-05.pcm,1221,改变车轮查违章的皮肤颜色,改变车轮查违章的皮肤颜色,改变车轮查违章的皮肤颜色,改变车轮查违章的皮肤颜色,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0285-06.pcm,1222,,,关闭车轮查违章,关闭车轮查违章,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0286-01.pcm,1223,违章查询助手下载,违章查询助手下载,违章查询助手下载,违章查询助手下载,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0286-02.pcm,1224,打开违章查询助手把违章,打开违章查询助手把违章,打开违章查询助手,打开违章查询助手,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0286-03.pcm,1225,,,把违章查询助手的亮度调高一点,把违章查询助手的亮度调高一点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0286-04.pcm,1226,,,重新登录违章查询助手,重新登录违章查询助手,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0286-05.pcm,1227,,,关闭违章查询助手,关闭违章查询助手,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0287-01.pcm,1228,搜索讯都车网,搜索讯都车网,搜索讯都车网,搜索讯都车网,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0287-02.pcm,1229,打开讯都车网,打开讯都车网,打开讯都车网,打开讯都车网,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0287-03.pcm,1230,把巡逻车网更新至最新版本,把巡逻车网更新至最新版本,把讯都车网更新至最新版本,把讯都车网更新至最新版本,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0287-04.pcm,1231,登录讯都车网,登录讯都车网,登录讯都车网,登录讯都车网,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0287-05.pcm,1232,,,退出讯都车网,退出讯都车网,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0288-01.pcm,1233,我想下载虾米音乐,我想下载虾米音乐,我想下载虾米音乐,我想下载虾米音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0288-02.pcm,1234,帮我打开虾米音乐,帮我打开虾米音乐,帮我打开虾米音乐,帮我打开虾米音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0288-03.pcm,1235,调高虾米音乐的音量,调高虾米音乐的音量,调高虾米音乐的音量,调高虾米音乐的音量,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0288-04.pcm,1236,关闭虾米音乐,关闭虾米音乐,关闭虾米音乐,关闭虾米音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0288-05.pcm,1237,,,换个多米音乐,换个多米音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0289-01.pcm,1238,搜索咪咕音乐,搜索咪咕音乐,搜索咪咕音乐,搜索咪咕音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0289-02.pcm,1239,,,安装最新版本的咪咕音乐,安装最新版本的咪咕音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0289-03.pcm,1240,,,咪咕音乐打开,咪咕音乐打开,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0289-04.pcm,1241,把咪咕音乐的音量调高,把咪咕音乐的音量调高,把咪咕音乐的音量调高,把咪咕音乐的音量调高,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0289-05.pcm,1242,,,退出咪咕音乐,退出咪咕音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0290-01.pcm,1243,帮我下载全民K歌打开全民K歌,帮我下载全民k歌打开全民k歌,帮我下载全民k歌,帮我下载全民k歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0290-02.pcm,1244,,,打开全民k歌,打开全民k歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0290-03.pcm,1245,卸载全民K歌,卸载全民k歌,卸载全民k歌,卸载全民k歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0290-04.pcm,1246,换个天天K歌,换个天天k歌,换个天天k歌,换个天天k歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0290-05.pcm,1247,,,天天k歌打开,天天k歌打开,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0291-01.pcm,1248,,,我要下载百度音乐,我要下载百度音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0291-02.pcm,1249,登陆百度音乐,登陆百度音乐,登录百度音乐,登录百度音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0291-03.pcm,1250,退出百度音乐,退出百度音乐,退出百度音乐,退出百度音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0291-04.pcm,1251,,,百度音乐更新,百度音乐更新,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0291-05.pcm,1252,,,重新打开百度音乐,重新打开百度音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0292-01.pcm,1253,,,搜索多米音乐,搜索多米音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0292-02.pcm,1254,帮我下载多米音乐我要打开,帮我下载多米音乐我要打开,帮我下载多米音乐,帮我下载多米音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0292-03.pcm,1255,,,我要打开多米音乐,我要打开多米音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0292-04.pcm,1256,调低动漫音乐的音量,调低动漫音乐的音量,调低多米音乐的音量,调低多米音乐的音量,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0292-05.pcm,1257,,,关闭后台运行的多米音乐,关闭后台运行的多米音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0293-01.pcm,1258,,,帮我打开音乐雷达,帮我打开音乐雷达,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0293-02.pcm,1259,,,更改音乐雷达的皮肤颜色,更改音乐雷达的皮肤颜色,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0293-03.pcm,1260,调高音乐雷达的音量,调高音乐雷达的音量,调高音乐雷达的音量,调高音乐雷达的音量,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0293-04.pcm,1261,,,关闭音乐雷达,关闭音乐雷达,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0293-05.pcm,1262,,,重新登录音乐雷达,重新登录音乐雷达,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0294-01.pcm,1263,帮我打开影音先锋,帮我打开影音先锋,帮我打开影音先锋,帮我打开影音先锋,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0294-02.pcm,1264,,,卸载影视先锋,卸载影视先锋,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0294-03.pcm,1265,,,重新下载最新版本的影视先锋,重新下载最新版本的影视先锋,FALSE
