time	pid	handle	thread	virt(KB)	res(KB)	cpu_percent	free_memory(GB)
1970/01/01_10:52:45	3669		16	377856	231424	100	0
1970/01/01_10:52:46	3669		16	377856	232448	98	0
1970/01/01_10:52:47	3669		16	377856	231424	100	0
1970/01/01_10:52:48	3669		16	377856	231424	100	0
1970/01/01_10:52:49	3669		16	377856	232448	100	0
1970/01/01_10:52:50	3669		16	377856	231424	100	0
1970/01/01_10:52:51	3669		16	377856	231424	100	0
1970/01/01_10:52:52	3669		16	377856	231424	84	0
1970/01/01_10:52:53	3669		16	377856	231424	100	0
1970/01/01_10:52:54	3669		16	335872	192512	82	0
1970/01/01_10:52:55	3669		16	377856	231424	100	0
1970/01/01_10:52:56	3669		16	377856	232448	100	0
1970/01/01_10:52:57	3669		16	377856	231424	100	0
1970/01/01_10:52:58	3669		16	377856	232448	102	0
1970/01/01_10:52:59	3669		16	377856	231424	102	0
1970/01/01_10:53:01	3669		16	377856	231424	102	0
1970/01/01_10:53:02	3669		16	366592	224256	84	0
1970/01/01_10:53:03	3669		16	377856	231424	100	0
1970/01/01_10:53:04	3669		16	377856	232448	100	0
1970/01/01_10:53:05	3669		16	377856	231424	96	0
1970/01/01_10:53:06	3669		16	377856	231424	100	0
1970/01/01_10:53:07	3669		16	366592	224256	84	0
1970/01/01_10:53:08	3669		16	377856	231424	100	0
1970/01/01_10:53:09	3669		16	377856	232448	100	0
1970/01/01_10:53:10	3669		16	377856	231424	98	0
1970/01/01_10:53:11	3669		16	377856	231424	100	0
1970/01/01_10:53:12	3669		16	340992	196608	84	0
1970/01/01_10:53:13	3669		16	377856	231424	100	0
1970/01/01_10:53:14	3669		16	377856	232448	100	0
1970/01/01_10:53:15	3669		16	377856	231424	102	0
1970/01/01_10:53:16	3669		16	377856	231424	100	0
1970/01/01_10:53:17	3669		16	377856	232448	102	0
1970/01/01_10:53:18	3669		16	377856	231424	100	0
1970/01/01_10:53:19	3669		16	377856	231424	102	0
1970/01/01_10:53:20	3669		16	377856	231424	84	0
1970/01/01_10:53:21	3669		16	377856	231424	102	0
1970/01/01_10:53:22	3669		16	377856	232448	100	0
1970/01/01_10:53:23	3669		16	377856	231424	100	0
1970/01/01_10:53:24	3669		16	377856	232448	100	0
1970/01/01_10:53:25	3669		16	377856	231424	84	0
1970/01/01_10:53:26	3669		16	377856	231424	100	0
1970/01/01_10:53:27	3669		16	366592	224256	86	0
1970/01/01_10:53:28	3669		16	377856	231424	100	0
1970/01/01_10:53:29	3669		16	377856	232448	100	0
1970/01/01_10:53:30	3669		16	377856	231424	86	0
1970/01/01_10:53:31	3669		16	377856	231424	100	0
1970/01/01_10:53:32	3669		16	377856	232448	100	0
1970/01/01_10:53:33	3669		16	377856	231424	100	0
1970/01/01_10:53:34	3669		16	377856	232448	102	0
1970/01/01_10:53:36	3669		16	377856	231424	84	0
1970/01/01_10:53:37	3669		16	377856	231424	100	0
1970/01/01_10:53:38	3669		16	377856	232448	100	0
1970/01/01_10:53:39	3669		16	377856	231424	86	0
1970/01/01_10:53:40	3669		16	377856	231424	102	0
1970/01/01_10:53:41	3669		16	377856	232448	100	0
1970/01/01_10:53:42	3669		16	335872	192512	100	0
1970/01/01_10:53:43	3669		16	377856	231424	100	0
1970/01/01_10:53:44	3669		16	377856	232448	100	0
1970/01/01_10:53:45	3669		16	377856	231424	86	0
1970/01/01_10:53:46	3669		16	377856	231424	100	0
1970/01/01_10:53:47	3669		16	377856	232448	100	0
1970/01/01_10:53:48	3669		16	377856	231424	84	0
1970/01/01_10:53:49	3669		16	377856	231424	100	0
1970/01/01_10:53:50	3669		16	377856	232448	100	0
1970/01/01_10:53:51	3669		16	377856	231424	100	0
1970/01/01_10:53:52	3669		16	377856	232448	100	0
1970/01/01_10:53:53	3669		16	335872	192512	92	0
1970/01/01_10:53:54	3669		16	377856	231424	102	0
1970/01/01_10:53:55	3669		16	377856	232448	100	0
1970/01/01_10:53:56	3669		16	377856	231424	86	0
1970/01/01_10:53:57	3669		16	377856	231424	100	0
1970/01/01_10:53:58	3669		16	377856	232448	100	0
1970/01/01_10:53:59	3669		16	366592	202752	84	0
1970/01/01_10:54:00	3669		16	377856	231424	100	0
1970/01/01_10:54:01	3669		16	377856	232448	100	0
1970/01/01_10:54:02	3669		16	377856	231424	82	0
1970/01/01_10:54:03	3669		16	377856	231424	100	0
1970/01/01_10:54:04	3669		16	377856	232448	100	0
1970/01/01_10:54:05	3669		16	377856	231424	86	0
1970/01/01_10:54:06	3669		16	377856	231424	100	0
1970/01/01_10:54:07	3669		16	377856	232448	100	0
1970/01/01_10:54:08	3669		16	377856	231424	86	0
1970/01/01_10:54:09	3669		16	377856	231424	100	0
1970/01/01_10:54:10	3669		16	377856	232448	100	0
1970/01/01_10:54:12	3669		16	377856	231424	92	0
1970/01/01_10:54:13	3669		16	377856	231424	100	0
1970/01/01_10:54:14	3669		16	377856	232448	100	0
1970/01/01_10:54:15	3669		16	373760	230400	86	0
1970/01/01_10:54:16	3669		16	377856	231424	100	0
1970/01/01_10:54:17	3669		16	377856	232448	100	0
1970/01/01_10:54:18	3669		16	377856	231424	86	0
1970/01/01_10:54:19	3669		16	377856	231424	100	0
1970/01/01_10:54:20	3669		16	377856	232448	102	0
1970/01/01_10:54:21	3669		16	377856	231424	86	0
1970/01/01_10:54:22	3669		16	377856	231424	100	0
1970/01/01_10:54:23	3669		16	377856	232448	100	0
1970/01/01_10:54:24	3669		16	377856	231424	100	0
1970/01/01_10:54:25	3669		16	377856	232448	100	0
1970/01/01_10:54:26	3669		16	377856	232448	100	0
1970/01/01_10:54:27	3669		16	377856	231424	100	0
1970/01/01_10:54:28	3669		16	377856	232448	100	0
1970/01/01_10:54:29	3669		16	377856	231424	86	0
1970/01/01_10:54:30	3669		16	377856	231424	100	0
1970/01/01_10:54:31	3669		16	377856	232448	100	0
1970/01/01_10:54:32	3669		16	377856	231424	92	0
1970/01/01_10:54:33	3669		16	377856	231424	100	0
1970/01/01_10:54:34	3669		16	335872	192512	100	0
1970/01/01_10:54:35	3669		16	377856	231424	100	0
1970/01/01_10:54:36	3669		16	377856	232448	100	0
1970/01/01_10:54:37	3669		16	366592	200704	86	0
1970/01/01_10:54:38	3669		16	377856	231424	100	0
1970/01/01_10:54:39	3669		16	377856	232448	100	0
1970/01/01_10:54:40	3669		16	377856	232448	102	0
1970/01/01_10:54:41	3669		16	377856	231424	100	0
1970/01/01_10:54:42	3669		16	377856	232448	100	0
1970/01/01_10:54:43	3669		16	335872	192512	96	0
1970/01/01_10:54:44	3669		16	377856	231424	102	0
1970/01/01_10:54:46	3669		16	377856	232448	100	0
1970/01/01_10:54:47	3669		16	377856	231424	84	0
1970/01/01_10:54:48	3669		16	377856	231424	100	0
1970/01/01_10:54:49	3669		16	377856	232448	100	0
1970/01/01_10:54:50	3669		16	377856	231424	86	0
1970/01/01_10:54:51	3669		16	377856	231424	100	0
1970/01/01_10:54:52	3669		16	377856	232448	100	0
1970/01/01_10:54:53	3669		16	377856	231424	100	0
1970/01/01_10:54:54	3669		16	377856	232448	100	0
1970/01/01_10:54:55	3669		16	377856	232448	100	0
1970/01/01_10:54:56	3669		16	377856	231424	100	0
1970/01/01_10:54:57	3669		16	377856	232448	100	0
1970/01/01_10:54:58	3669		16	377856	232448	102	0
1970/01/01_10:54:59	3669		16	377856	231424	100	0
1970/01/01_10:55:00	3669		16	377856	232448	100	0
1970/01/01_10:55:01	3669		16	377856	232448	100	0
1970/01/01_10:55:02	3669		16	377856	231424	98	0
1970/01/01_10:55:03	3669		16	377856	232448	102	0
1970/01/01_10:55:04	3669		16	377856	233472	100	0
1970/01/01_10:55:05	3669		16	377856	231424	100	0
1970/01/01_10:55:06	3669		16	377856	232448	102	0
1970/01/01_10:55:07	3669		16	335872	192512	100	0
1970/01/01_10:55:08	3669		16	377856	231424	100	0
1970/01/01_10:55:09	3669		16	377856	232448	100	0
1970/01/01_10:55:10	3669		16	366592	212992	86	0
1970/01/01_10:55:11	3669		16	377856	231424	102	0
1970/01/01_10:55:12	3669		16	377856	232448	100	0
1970/01/01_10:55:13	3669		16	377856	232448	100	0
1970/01/01_10:55:15	3669		16	377856	231424	100	0
1970/01/01_10:55:16	3669		16	377856	232448	100	0
1970/01/01_10:55:17	3669		16	377856	231424	92	0
1970/01/01_10:55:18	3669		16	377856	231424	100	0
1970/01/01_10:55:19	3669		16	377856	232448	102	0
1970/01/01_10:55:20	3669		16	377856	231424	88	0
1970/01/01_10:55:21	3669		16	377856	231424	100	0
1970/01/01_10:55:22	3669		16	377856	232448	100	0
1970/01/01_10:55:23	3669		16	377856	231424	100	0
1970/01/01_10:55:24	3669		16	377856	232448	100	0
1970/01/01_10:55:25	3669		16	377856	233472	100	0
1970/01/01_10:55:26	3669		16	377856	231424	100	0
1970/01/01_10:55:27	3669		16	377856	232448	100	0
1970/01/01_10:55:28	3669		16	377856	231424	84	0
1970/01/01_10:55:29	3669		16	377856	231424	100	0
1970/01/01_10:55:30	3669		16	335872	192512	100	0
1970/01/01_10:55:31	3669		16	377856	231424	100	0
1970/01/01_10:55:32	3669		16	377856	232448	100	0
1970/01/01_10:55:33	3669		16	377856	231424	84	0
1970/01/01_10:55:34	3669		16	377856	231424	102	0
1970/01/01_10:55:35	3669		16	377856	232448	100	0
1970/01/01_10:55:36	3669		16	377856	231424	100	0
1970/01/01_10:55:37	3669		16	377856	231424	100	0
1970/01/01_10:55:38	3669		16	377856	231424	84	0
1970/01/01_10:55:39	3669		16	377856	231424	100	0
1970/01/01_10:55:41	3669		16	377856	232448	102	0
1970/01/01_10:55:42	3669		16	377856	231424	100	0
1970/01/01_10:55:43	3669		16	377856	231424	100	0
1970/01/01_10:55:44	3669		16	377856	231424	84	0
1970/01/01_10:55:45	3669		16	377856	231424	100	0
1970/01/01_10:55:46	3669		16	377856	232448	100	0
1970/01/01_10:55:47	3669		16	377856	231424	100	0
1970/01/01_10:55:48	3669		16	377856	231424	102	0
1970/01/01_10:55:49	3669		16	377856	231424	84	0
1970/01/01_10:55:50	3669		16	377856	231424	100	0
1970/01/01_10:55:51	3669		16	371712	223232	100	0
1970/01/01_10:55:52	3669		16	377856	231424	100	0
1970/01/01_10:55:53	3669		16	377856	231424	100	0
1970/01/01_10:55:54	3669		16	377856	231424	98	0
1970/01/01_10:55:55	3669		16	377856	231424	100	0
1970/01/01_10:55:56	3669		16	335872	192512	86	0
1970/01/01_10:55:57	3669		16	377856	231424	100	0
1970/01/01_10:55:58	3669		16	377856	232448	100	0
1970/01/01_10:55:59	3669		16	377856	231424	100	0
1970/01/01_10:56:00	3669		16	377856	231424	100	0
1970/01/01_10:56:01	3669		16	373760	231424	84	0
1970/01/01_10:56:02	3669		16	377856	231424	100	0
1970/01/01_10:56:03	3669		16	377856	231424	100	0
1970/01/01_10:56:04	3669		16	377856	231424	100	0
1970/01/01_10:56:05	3669		16	377856	231424	100	0
1970/01/01_10:56:06	3669		16	377856	231424	84	0
1970/01/01_10:56:07	3669		16	377856	231424	100	0
1970/01/01_10:56:08	3669		16	377856	232448	100	0
1970/01/01_10:56:09	3669		16	377856	231424	100	0
1970/01/01_10:56:10	3669		16	377856	231424	100	0
1970/01/01_10:56:11	3669		16	377856	231424	84	0
1970/01/01_10:56:12	3669		16	377856	231424	100	0
1970/01/01_10:56:13	3669		16	377856	231424	100	0
1970/01/01_10:56:15	3669		16	377856	231424	100	0
1970/01/01_10:56:16	3669		16	377856	231424	100	0
1970/01/01_10:56:17	3669		16	377856	231424	86	0
1970/01/01_10:56:18	3669		16	377856	231424	100	0
1970/01/01_10:56:19	3669		16	377856	232448	98	0
1970/01/01_10:56:20	3669		16	377856	232448	100	0
1970/01/01_10:56:21	3669		16	377856	231424	100	0
1970/01/01_10:56:22	3669		16	377856	231424	100	0
1970/01/01_10:56:23	3669		16	377856	232448	100	0
1970/01/01_10:56:24	3669		16	335872	192512	90	0
1970/01/01_10:56:25	3669		16	377856	231424	100	0
1970/01/01_10:56:26	3669		16	377856	232448	102	0
1970/01/01_10:56:27	3669		16	377856	232448	100	0
1970/01/01_10:56:28	3669		16	377856	231424	86	0
1970/01/01_10:56:29	3669		16	377856	231424	102	0
1970/01/01_10:56:30	3669		16	377856	232448	100	0
1970/01/01_10:56:31	3669		16	377856	232448	100	0
1970/01/01_10:56:32	3669		16	377856	231424	102	0
1970/01/01_10:56:33	3669		16	377856	232448	100	0
1970/01/01_10:56:34	3669		16	377856	232448	100	0
1970/01/01_10:56:35	3669		16	377856	231424	84	0
1970/01/01_10:56:36	3669		16	377856	231424	100	0
1970/01/01_10:56:37	3669		16	377856	232448	100	0
1970/01/01_10:56:38	3669		16	377856	232448	100	0
1970/01/01_10:56:39	3669		16	377856	231424	86	0
1970/01/01_10:56:40	3669		16	377856	231424	100	0
1970/01/01_10:56:41	3669		16	377856	232448	102	0
1970/01/01_10:56:42	3669		16	377856	232448	100	0
1970/01/01_10:56:43	3669		16	377856	231424	100	0
1970/01/01_10:56:44	3669		16	377856	232448	100	0
1970/01/01_10:56:45	3669		16	377856	232448	100	0
1970/01/01_10:56:46	3669		16	377856	231424	86	0
1970/01/01_10:56:47	3669		16	377856	231424	100	0
1970/01/01_10:56:48	3669		16	377856	232448	100	0
1970/01/01_10:56:49	3669		16	377856	232448	100	0
1970/01/01_10:56:51	3669		16	377856	231424	86	0
1970/01/01_10:56:52	3669		16	377856	231424	100	0
1970/01/01_10:56:53	3669		16	377856	232448	100	0
1970/01/01_10:56:54	3669		16	377856	232448	100	0
1970/01/01_10:56:55	3669		16	377856	231424	100	0
1970/01/01_10:56:56	3669		16	377856	231424	100	0
1970/01/01_10:56:57	3669		16	377856	232448	100	0
1970/01/01_10:56:58	3669		16	377856	232448	100	0
1970/01/01_10:56:59	3669		16	377856	231424	100	0
1970/01/01_10:57:00	3669		16	377856	232448	100	0
1970/01/01_10:57:01	3669		16	377856	232448	100	0
1970/01/01_10:57:02	3669		16	366592	218112	84	0
1970/01/01_10:57:03	3669		16	377856	231424	100	0
1970/01/01_10:57:04	3669		16	377856	232448	102	0
1970/01/01_10:57:05	3669		16	377856	232448	102	0
1970/01/01_10:57:06	3669		16	377856	231424	84	0
1970/01/01_10:57:07	3669		16	377856	231424	100	0
1970/01/01_10:57:08	3669		16	377856	232448	100	0
1970/01/01_10:57:09	3669		16	377856	232448	102	0
1970/01/01_10:57:11	3669		16	376832	231424	98	0
1970/01/01_10:57:12	3669		16	376832	231424	100	0
1970/01/01_10:57:13	3669		16	376832	231424	100	0
1970/01/01_10:57:14	3669		16	376832	230400	84	0
1970/01/01_10:57:15	3669		16	376832	231424	100	0
1970/01/01_10:57:16	3669		16	376832	231424	100	0
1970/01/01_10:57:17	3669		16	376832	231424	100	0
1970/01/01_10:57:18	3669		16	377856	231424	100	0
1970/01/01_10:57:19	3669		16	377856	231424	100	0
1970/01/01_10:57:20	3669		16	377856	232448	102	0
1970/01/01_10:57:21	3669		16	335872	193536	100	0
1970/01/01_10:57:22	3669		16	377856	231424	102	0
1970/01/01_10:57:23	3669		16	377856	232448	102	0
1970/01/01_10:57:24	3669		16	377856	232448	100	0
1970/01/01_10:57:25	3669		16	376832	230400	86	0
1970/01/01_10:57:26	3669		16	376832	231424	100	0
1970/01/01_10:57:27	3669		16	376832	231424	100	0
1970/01/01_10:57:28	3669		16	376832	232448	102	0
1970/01/01_10:57:29	3669		16	377856	231424	100	0
1970/01/01_10:57:30	3669		16	377856	232448	100	0
1970/01/01_10:57:32	3669		16	377856	232448	100	0
1970/01/01_10:57:33	3669		16	377856	231424	86	0
1970/01/01_10:57:34	3669		16	377856	231424	98	0
1970/01/01_10:57:35	3669		16	377856	232448	102	0
1970/01/01_10:57:36	3669		16	377856	232448	100	0
1970/01/01_10:57:37	3669		16	377856	231424	100	0
1970/01/01_10:57:38	3669		16	377856	231424	102	0
1970/01/01_10:57:39	3669		16	377856	232448	100	0
1970/01/01_10:57:40	3669		16	366592	223232	84	0
1970/01/01_10:57:41	3669		16	377856	231424	102	0
1970/01/01_10:57:42	3669		16	377856	232448	102	0
1970/01/01_10:57:43	3669		16	377856	232448	100	0
1970/01/01_10:57:44	3669		16	377856	231424	86	0
1970/01/01_10:57:45	3669		16	377856	231424	100	0
1970/01/01_10:57:46	3669		16	377856	232448	100	0
1970/01/01_10:57:47	3669		16	377856	232448	100	0
1970/01/01_10:57:48	3669		16	377856	231424	100	0
1970/01/01_10:57:49	3669		16	377856	232448	100	0
1970/01/01_10:57:50	3669		16	377856	232448	100	0
1970/01/01_10:57:51	3669		16	376832	230400	86	0
1970/01/01_10:57:52	3669		16	376832	231424	100	0
1970/01/01_10:57:53	3669		16	376832	231424	100	0
1970/01/01_10:57:54	3669		16	376832	231424	100	0
1970/01/01_10:57:55	3669		16	377856	231424	100	0
1970/01/01_10:57:56	3669		16	377856	231424	100	0
1970/01/01_10:57:57	3669		16	377856	232448	100	0
1970/01/01_10:57:58	3669		16	376832	230400	86	0
1970/01/01_10:57:59	3669		16	376832	231424	102	0
1970/01/01_10:58:00	3669		16	376832	231424	100	0
1970/01/01_10:58:01	3669		16	376832	231424	102	0
1970/01/01_10:58:02	3669		16	377856	231424	100	0
1970/01/01_10:58:03	3669		16	377856	231424	102	0
1970/01/01_10:58:04	3669		16	377856	232448	100	0
1970/01/01_10:58:05	3669		16	377856	231424	84	0
1970/01/01_10:58:07	3669		16	377856	231424	100	0
1970/01/01_10:58:08	3669		16	377856	232448	102	0
1970/01/01_10:58:09	3669		16	377856	232448	102	0
1970/01/01_10:58:10	3669		16	377856	231424	50	0
1970/01/01_10:58:11	3669		16	377856	231424	100	0
1970/01/01_10:58:12	3669		16	377856	232448	100	0
1970/01/01_10:58:13	3669		16	377856	232448	100	0
1970/01/01_10:58:14	3669		16	377856	231424	100	0
1970/01/01_10:58:15	3669		16	377856	231424	100	0
1970/01/01_10:58:16	3669		16	377856	232448	100	0
1970/01/01_10:58:17	3669		16	340992	196608	82	0
1970/01/01_10:58:18	3669		16	377856	231424	100	0
1970/01/01_10:58:19	3669		16	377856	232448	100	0
1970/01/01_10:58:20	3669		16	377856	232448	100	0
1970/01/01_10:58:21	3669		16	377856	231424	88	0
1970/01/01_10:58:22	3669		16	377856	231424	100	0
1970/01/01_10:58:23	3669		16	377856	232448	102	0
1970/01/01_10:58:24	3669		16	335872	192512	86	0
1970/01/01_10:58:25	3669		16	377856	231424	100	0
1970/01/01_10:58:26	3669		16	377856	232448	100	0
1970/01/01_10:58:27	3669		16	377856	232448	100	0
1970/01/01_10:58:28	3669		16	377856	231424	94	0
1970/01/01_10:58:29	3669		16	377856	231424	102	0
1970/01/01_10:58:30	3669		16	377856	232448	100	0
1970/01/01_10:58:31	3669		16	377856	232448	100	0
1970/01/01_10:58:32	3669		16	377856	231424	100	0
1970/01/01_10:58:33	3669		16	377856	231424	100	0
1970/01/01_10:58:34	3669		16	335872	192512	90	0
1970/01/01_10:58:35	3669		16	377856	231424	100	0
1970/01/01_10:58:36	3669		16	377856	232448	100	0
1970/01/01_10:58:37	3669		16	366592	223232	84	0
1970/01/01_10:58:38	3669		16	377856	231424	102	0
1970/01/01_10:58:39	3669		16	377856	232448	102	0
1970/01/01_10:58:40	3669		16	377856	231424	84	0
1970/01/01_10:58:42	3669		16	377856	231424	100	0
1970/01/01_10:58:43	3669		16	377856	232448	100	0
1970/01/01_10:58:44	3669		16	377856	231424	102	0
1970/01/01_10:58:45	3669		16	377856	231424	100	0
1970/01/01_10:58:46	3669		16	377856	232448	100	0
1970/01/01_10:58:47	3669		16	377856	231424	102	0
1970/01/01_10:58:48	3669		16	377856	232448	100	0
1970/01/01_10:58:49	3669		16	366592	224256	84	0
1970/01/01_10:58:50	3669		16	377856	231424	100	0
1970/01/01_10:58:51	3669		16	377856	232448	100	0
1970/01/01_10:58:52	3669		16	377856	231424	86	0
1970/01/01_10:58:53	3669		16	377856	231424	102	0
1970/01/01_10:58:54	3669		16	377856	232448	100	0
1970/01/01_10:58:55	3669		16	377856	231424	84	0
1970/01/01_10:58:56	3669		16	377856	231424	100	0
1970/01/01_10:58:57	3669		16	377856	232448	100	0
1970/01/01_10:58:58	3669		16	377856	231424	98	0
1970/01/01_10:58:59	3669		16	377856	231424	100	0
1970/01/01_10:59:00	3669		16	377856	232448	100	0
1970/01/01_10:59:01	3669		16	377856	231424	100	0
1970/01/01_10:59:02	3669		16	377856	232448	100	0
1970/01/01_10:59:03	3669		16	377856	232448	100	0
1970/01/01_10:59:04	3669		16	377856	231424	102	0
1970/01/01_10:59:05	3669		16	377856	232448	102	0
1970/01/01_10:59:06	3669		16	335872	193536	100	0
1970/01/01_10:59:07	3669		16	376832	230400	100	0
1970/01/01_10:59:08	3669		16	376832	231424	100	0
1970/01/01_10:59:09	3669		16	377856	231424	84	0
1970/01/01_10:59:10	3669		16	377856	231424	100	0
1970/01/01_10:59:11	3669		16	377856	232448	100	0
1970/01/01_10:59:12	3669		16	377856	231424	86	0
1970/01/01_10:59:13	3669		16	377856	231424	102	0
1970/01/01_10:59:14	3669		16	377856	232448	102	0
1970/01/01_10:59:15	3669		16	376832	230400	86	0
1970/01/01_10:59:17	3669		16	376832	231424	102	0
1970/01/01_10:59:18	3669		16	376832	231424	102	0
1970/01/01_10:59:19	3669		16	377856	231424	100	0
1970/01/01_10:59:20	3669		16	377856	231424	102	0
1970/01/01_10:59:21	3669		16	377856	232448	100	0
1970/01/01_10:59:22	3669		16	377856	231424	100	0
1970/01/01_10:59:23	3669		16	377856	231424	100	0
1970/01/01_10:59:24	3669		16	377856	232448	100	0
1970/01/01_10:59:25	3669		16	377856	231424	100	0
1970/01/01_10:59:26	3669		16	377856	231424	100	0
1970/01/01_10:59:27	3669		16	366592	208896	84	0
1970/01/01_10:59:28	3669		16	377856	231424	100	0
1970/01/01_10:59:29	3669		16	377856	232448	100	0
1970/01/01_10:59:30	3669		16	366592	209920	86	0
1970/01/01_10:59:31	3669		16	377856	231424	102	0
1970/01/01_10:59:32	3669		16	377856	232448	100	0
1970/01/01_10:59:33	3669		16	366592	210944	82	0
1970/01/01_10:59:34	3669		16	377856	231424	100	0
1970/01/01_10:59:35	3669		16	377856	232448	102	0
1970/01/01_10:59:36	3669		16	377856	232448	100	0
1970/01/01_10:59:37	3669		16	377856	231424	100	0
1970/01/01_10:59:38	3669		16	377856	232448	102	0
1970/01/01_10:59:39	3669		16	377856	232448	100	0
1970/01/01_10:59:40	3669		16	377856	231424	100	0
1970/01/01_10:59:41	3669		16	377856	232448	102	0
1970/01/01_10:59:42	3669		16	377856	232448	100	0
1970/01/01_10:59:43	3669		16	377856	231424	92	0
1970/01/01_10:59:44	3669		16	377856	232448	100	0
1970/01/01_10:59:45	3669		16	377856	232448	100	0
1970/01/01_10:59:46	3669		16	367616	224256	84	0
1970/01/01_10:59:47	3669		16	377856	231424	102	0
1970/01/01_10:59:49	3669		16	377856	232448	100	0
1970/01/01_10:59:50	3669		16	377856	232448	100	0
1970/01/01_10:59:51	3669		16	377856	231424	100	0
1970/01/01_10:59:52	3669		16	377856	232448	100	0
1970/01/01_10:59:53	3669		16	377856	232448	100	0
1970/01/01_10:59:54	3669		16	377856	231424	100	0
1970/01/01_10:59:55	3669		16	377856	232448	100	0
1970/01/01_10:59:56	3669		16	377856	232448	100	0
1970/01/01_10:59:57	3669		16	377856	231424	82	0
1970/01/01_10:59:58	3669		16	377856	232448	100	0
1970/01/01_10:59:59	3669		16	377856	232448	102	0
1970/01/01_11:00:00	3669		16	373760	230400	86	0
1970/01/01_11:00:01	3669		16	377856	231424	100	0
1970/01/01_11:00:02	3669		16	377856	232448	98	0
1970/01/01_11:00:03	3669		16	335872	192512	92	0
1970/01/01_11:00:04	3669		16	377856	231424	100	0
1970/01/01_11:00:05	3669		16	377856	232448	100	0
1970/01/01_11:00:06	3669		16	335872	192512	98	0
1970/01/01_11:00:07	3669		16	377856	231424	100	0
1970/01/01_11:00:08	3669		16	377856	232448	100	0
1970/01/01_11:00:09	3669		16	377856	232448	102	0
1970/01/01_11:00:10	3669		16	377856	231424	100	0
1970/01/01_11:00:11	3669		16	377856	232448	100	0
1970/01/01_11:00:12	3669		16	377856	232448	100	0
1970/01/01_11:00:13	3669		16	377856	231424	102	0
1970/01/01_11:00:14	3669		16	377856	232448	100	0
1970/01/01_11:00:15	3669		16	377856	232448	100	0
1970/01/01_11:00:16	3669		16	377856	231424	100	0
1970/01/01_11:00:17	3669		16	377856	232448	100	0
1970/01/01_11:00:18	3669		16	377856	232448	100	0
1970/01/01_11:00:19	3669		16	377856	231424	100	0
1970/01/01_11:00:20	3669		16	377856	232448	100	0
1970/01/01_11:00:21	3669		16	377856	232448	100	0
1970/01/01_11:00:23	3669		16	377856	231424	100	0
1970/01/01_11:00:24	3669		16	377856	232448	102	0
1970/01/01_11:00:25	3669		16	377856	232448	100	0
1970/01/01_11:00:26	3669		16	377856	231424	86	0
1970/01/01_11:00:27	3669		16	377856	232448	100	0
1970/01/01_11:00:28	3669		16	377856	232448	100	0
1970/01/01_11:00:29	3669		16	377856	231424	86	0
1970/01/01_11:00:30	3669		16	377856	232448	100	0
1970/01/01_11:00:31	3669		16	377856	232448	100	0
1970/01/01_11:00:32	3669		16	377856	231424	86	0
1970/01/01_11:00:33	3669		16	377856	231424	102	0
1970/01/01_11:00:34	3669		16	377856	232448	100	0
1970/01/01_11:00:35	3669		16	366592	209920	84	0
1970/01/01_11:00:36	3669		16	377856	231424	100	0
1970/01/01_11:00:37	3669		16	377856	232448	100	0
1970/01/01_11:00:38	3669		16	335872	193536	100	0
1970/01/01_11:00:39	3669		16	377856	231424	100	0
1970/01/01_11:00:40	3669		16	377856	232448	102	0
1970/01/01_11:00:41	3669		16	377856	232448	100	0
1970/01/01_11:00:42	3669		16	377856	231424	100	0
1970/01/01_11:00:43	3669		16	377856	232448	100	0
1970/01/01_11:00:44	3669		16	377856	232448	100	0
1970/01/01_11:00:45	3669		16	377856	231424	102	0
1970/01/01_11:00:46	3669		16	377856	232448	102	0
1970/01/01_11:00:47	3669		16	377856	232448	102	0
1970/01/01_11:00:48	3669		16	377856	231424	86	0
1970/01/01_11:00:49	3669		16	377856	232448	100	0
1970/01/01_11:00:50	3669		16	377856	232448	100	0
1970/01/01_11:00:51	3669		16	377856	231424	84	0
1970/01/01_11:00:52	3669		16	377856	231424	102	0
1970/01/01_11:00:53	3669		16	377856	232448	100	0
1970/01/01_11:00:54	3669		16	377856	232448	100	0
1970/01/01_11:00:55	3669		16	377856	231424	100	0
1970/01/01_11:00:57	3669		16	377856	232448	100	0
1970/01/01_11:00:58	3669		16	377856	232448	100	0
1970/01/01_11:00:59	3669		16	377856	231424	100	0
1970/01/01_11:01:00	3669		16	377856	232448	102	0
1970/01/01_11:01:01	3669		16	377856	232448	102	0
1970/01/01_11:01:02	3669		16	377856	231424	100	0
1970/01/01_11:01:03	3669		16	377856	232448	100	0
1970/01/01_11:01:04	3669		16	377856	232448	102	0
1970/01/01_11:01:05	3669		16	377856	231424	88	0
1970/01/01_11:01:06	3669		16	377856	232448	100	0
1970/01/01_11:01:07	3669		16	377856	232448	100	0
1970/01/01_11:01:08	3669		16	376832	230400	86	0
1970/01/01_11:01:09	3669		16	376832	231424	102	0
1970/01/01_11:01:10	3669		16	376832	231424	102	0
1970/01/01_11:01:11	3669		16	366592	224256	84	0
1970/01/01_11:01:12	3669		16	377856	231424	100	0
1970/01/01_11:01:13	3669		16	377856	232448	100	0
1970/01/01_11:01:14	3669		16	377856	232448	100	0
1970/01/01_11:01:15	3669		16	376832	230400	100	0
1970/01/01_11:01:16	3669		16	376832	231424	100	0
1970/01/01_11:01:17	3669		16	334848	192512	102	0
1970/01/01_11:01:18	3669		16	377856	231424	100	0
